id,title,company,city,url,date_posted,source,work_type,sector,level,employer_type,description,raw_text
1aaf2b16e83d,מנהל/ת לצוות נוער וצעירים בסיכון,עיריית לוד,לוד,https://www.lod.muni.il/he/wanted/?id=1671,2026-06-16,Biltiformali-Telegram,משרה מלאה,ממשלתי,ניהולי,Nonprofit/NGO,"מחפשים מנהל/ת לצוות נוער וצעירים בסיכון. המכרז נסגר היום בחצות. לפרטים במספר המצ""ב או בקישור. https://www.lod.muni.il/he/wanted/?id=1671","מחפשים מנהל/ת לצוות נוער וצעירים בסיכון. המכרז נסגר היום בחצות. לפרטים במספר המצ""ב או בקישור. https://www.lod.muni.il/he/wanted/?id=1671"
dab644b893c3,מנהל/ת מחוז צפון,תוכנית ניצנים,צפון,https://s://app.pargoda.com/positions/134?ck=1E10F0&ref=5E6EFD,2026-06-16,Biltiformali-Telegram,משרה מלאה,חינוך,ניהולי,Nonprofit/NGO,"🚀 תוכנית ניצנים מחפשת מנהל/ת מחוז צפון לתפקיד משמעותי הכולל הובלת פעילות המחוז, ליווי מנהלי מרחבים וחיבור בין המטה לשטח 💻  תכנית ניצנים פועלת בשיתוף אגף התקשוב וההגנה בסייבר של צה”ל, ומובילה בני נוער מצטיינים מהפריפריה לעולמות התוכנה, הטכנולוגיה והשירות המשמעותי בצה”ל ובהייטק.  מה בתפקיד? ✨ ליווי, חניכה ופיתוח מקצועי של מנהלי מרחבים ✨ ניהול ובקרה על יעדי המחוז ✨ עבודה מול בתי ספר, רשויות ושותפים ✨ הובלת תהליכים מקצועיים, אירועים ותהליכים מחוזיים  מה אנחנו מחפשים? ✔ ניסיון ניהולי במערכת חינוכית / חברתית ✔ ניסיון בהובלת צוותים ותהליכים ✔ ראייה מערכתית ויכולת עבודה עצמאית ✔ יחסי אנוש מצוינים ויכולת עבודה בסביבה דינמית  📍 אזור צפון 📌 משרה מלאה | היברידית | קבועה  להגשת מועמדות: https://app.pargoda.com/positions/134?ck=1E10F0&ref=5E6EFD","🚀 תוכנית ניצנים מחפשת מנהל/ת מחוז צפון לתפקיד משמעותי הכולל הובלת פעילות המחוז, ליווי מנהלי מרחבים וחיבור בין המטה לשטח 💻  תכנית ניצנים פועלת בשיתוף אגף התקשוב וההגנה בסייבר של צה”ל, ומובילה בני נוער מצטיינים מהפריפריה לעולמות התוכנה, הטכנולוגיה והשירות המשמעותי בצה”ל ובהייטק.  מה בתפקיד? ✨ ליווי, ח"
aaa7dee4ebc1,מנהל/ת פיתוח הדרכה,נוער לתת,,https://ps://app.civi.co.il/promo/id=823685&src=3190,2026-06-16,Biltiformali-Telegram,משרה מלאה,חינוך,ניהולי,Nonprofit/NGO,"חולם/ת לשנות מציאות? להוביל צוותים חינוכיים בשטח? לחולל שינוי בקרב בני ובנות נוער?  המקום שלך איתנו !  נוער לתת מחפש מנהל/ת פיתוח הדרכה !   מה מחכה לך ? 🗓️ • בניית תכניות שנתיות ורב-שנתיות להכשרות ולליווי מקצועי של מדריכים ורכזים. • פיתוח תכניות הכשרה למד""צים, מדריכי קבוצות, צוותי שנת שירות וצוותים נוספים. • יצירת תכנים חינוכיים בהתאם לערכי הארגון  • ניהול ועדת תוכן ושותפות בגיבוש מדיניות חינוכית ארגונית. • ליווי והדרכת מדריכים ורכזים אזוריים בנושאי פדגוגיה, הנחיה ועבודה עם נוער. • אחריות על גיבוש כלים ארגוניים למדידת אפקטיביות ההדרכה והלמידה. • שותפות בצוות הנהלת נוער לתת ובניית תכנית העבודה השנתית • ניהול שותפויות מקצועיות בתחום הפדגוגי (משרד החינוך, רשויות, ארגונים חינוכיים). • אחריות על ימי שיא, סמינרים ארציים, טיולים חינוכיים ועוד.   מה אנחנו מחפשים ? 🔎 • יצירתיות, כישורי ביטוי גבוהים בכתב ובעל פה, גמישות מחשבתית ויכולת ניהול עצמי גבוהה • ניסיון של 3 שנים לפחות בעבודה חינוכית עם בני נוער – חובה • ניסיון בפיתוח תכניות הדרכה והובלת הכשרות – חובה • יכולת הובלה של צוותים מקצועיים והנחיית קבוצות – חובה • היכרות עם תחום החינוך הבלתי פורמלי, שנות השירות ומכינות – יתרון • ידע בסיסי בעיצוב מצגות/עריכת סרטונים – יתרון מחכים לך !   לפרטים נוספים והגשת קורות חיים : 👇 https://app.civi.co.il/promo/id=823685&src=3190","חולם/ת לשנות מציאות? להוביל צוותים חינוכיים בשטח? לחולל שינוי בקרב בני ובנות נוער?  המקום שלך איתנו !  נוער לתת מחפש מנהל/ת פיתוח הדרכה !   מה מחכה לך ? 🗓️ • בניית תכניות שנתיות ורב-שנתיות להכשרות ולליווי מקצועי של מדריכים ורכזים. • פיתוח תכניות הכשרה למד""צים, מדריכי קבוצות, צוותי שנת שירות וצוותים "
483d22d30d64,משרה לפי התמונה,,,https://app.civi.co.il/promo/id=547940&src=12749,2026-06-16,Biltiformali-Telegram,,,,Nonprofit/NGO,‏תמונה מ-אביטל https://app.civi.co.il/promo/id=547940&src=12749,‏תמונה מ-אביטל https://app.civi.co.il/promo/id=547940&src=12749
089ba395bc98,מנהל/ת בית מאזן לנוער,בית מאזן באשקלון,אשקלון,https://wa.me/0515566074,2026-06-16,Biltiformali-Telegram,משרה מלאה,רווחה,ניהולי,Nonprofit/NGO,"אנחנו מחפשים מנהל/ת עם לב גדול לבית מאזן חדש לנוער באשקלון.  התפקיד כולל: *ניהול והובלת הבית המאזן על כלל תחומיו *אחריות על התהליכים הטיפוליים והשיקומיים *ניהול והדרכת צוות רב־מקצועי *עבודה מול גורמי טיפול וקהילה *ליווי תהליכי קליטה וסיום של מטופלים  דרישות התפקיד: *תואר שני בפסיכולוגיה - חובה! *ניסיון בתחום בריאות הנפש- חובה! *ניסיון ניהולי- חובה! *ניסיון בעבודה עם בני נוער - יתרון משמעותי! *יכולת הובלה, יוזמה, יחסי אנוש מצוינים וראייה מערכתית  תנאים מעולים | הדרכות מקצועיות | סביבת עבודה משמעותית ומפתחת.  אם אתם מחפשים מקום לצמוח בו, להשפיע ולהוביל דרך, נשמח להכיר.  יש לשלוח קו""ח בוואטסאפ: 051-5566074 או במייל: cv@izunefesh.com נא לציין משרה מס' 106",אנחנו מחפשים מנהל/ת עם לב גדול לבית מאזן חדש לנוער באשקלון.  התפקיד כולל: *ניהול והובלת הבית המאזן על כלל תחומיו *אחריות על התהליכים הטיפוליים והשיקומיים *ניהול והדרכת צוות רב־מקצועי *עבודה מול גורמי טיפול וקהילה *ליווי תהליכי קליטה וסיום של מטופלים  דרישות התפקיד: *תואר שני בפסיכולוגיה - חובה! *ניס
5b8a91997c29,מנהל׳ת שיקום מרחבי׳ת,קבוצת שכולו טוב,ירושלים והמרכז,https://s://www.correct-tech.co.il/JI/91bbb33e-a4ab-40ce-b644-3ca8e701eb39,2026-06-16,Biltiformali-Telegram,משרה מלאה,עמותות,ניהולי,Nonprofit/NGO,"מנהל.ת שיקום מרחבי.ת | ירושלים והמרכז | משרה מלאה מחפש.ת את הצעד הבא בקריירה? לקבוצת שכולו טוב, הארגון המוביל בעולמות השיקום, דרוש.ה מנהל.ת שיקום מרחבי.ת להובלת צוותים ותהליכי שיקום ותעסוקה במרחב ירושלים והמרכז. ✔ ניהול והדרכת צוותים מקצועיים ✔ בניית תוכניות שיקום וליווי יישומן ✔ פיתוח שיתופי פעולה בקהילה ✔ הובלת פרויקטים ויוזמות מקצועיות מה צריך? 🔹 תואר ראשון בעבודה סוציאלית או ריפוי בעיסוק – חובה 🔹 ניסיון בעבודה עם אוכלוסיות מגוונות – יתרון משמעותי 🔹 יכולת הובלה, יוזמה ויחסי אנוש מצוינים 1000 עובדים, מסלול קריירה אישי, תנאים מעולים. אנחנו גדלים ומתרחבים ומחפשים את האנשים שיצמחו איתנו.  📩 לפרטים והגשת מועמדות:  https://www.correct-tech.co.il/JI/91bbb33e-a4ab-40ce-b644-3ca8e701eb39","מנהל.ת שיקום מרחבי.ת | ירושלים והמרכז | משרה מלאה מחפש.ת את הצעד הבא בקריירה? לקבוצת שכולו טוב, הארגון המוביל בעולמות השיקום, דרוש.ה מנהל.ת שיקום מרחבי.ת להובלת צוותים ותהליכי שיקום ותעסוקה במרחב ירושלים והמרכז. ✔ ניהול והדרכת צוותים מקצועיים ✔ בניית תוכניות שיקום וליווי יישומן ✔ פיתוח שיתופי פעולה "
11317c75b16f,איש מקצוע לליווי אנשים בתהליכי שיקום תעסוקתי ופיתוח יוזמות עסקיות,עמותת אנוש,חדרה,https:///www.enosh.org.il/%D7%A7%D7%A8%D7%99%D7%99%D7%A8%D7%94/808872/?utm_source=whatsapp,2026-06-16,Biltiformali-Telegram,משרה מלאה,עמותות,ביניים,Nonprofit/NGO,"✨ מחפשים תפקיד שמשלב בין אנשים, שיקום ויזמות? ✨ לתכנית ""מעוף"" של עמותת אנוש באזור חדרה דרוש.ה איש מקצוע לליווי אנשים בתהליכי שיקום תעסוקתי ופיתוח יוזמות עסקיות ❤️  💼 ליווי אישי בתהליכי צמיחה והגשמה 🌱 שילוב בין עולם בריאות הנפש לעולם היזמות 🤝 עבודה מקצועית עם הדרכה, ליווי וצוות תומך 📚 אפשרויות להתפתחות מקצועית וצמיחה בארגון מוביל  📍אזור חדרה | משרה מלאה 📚 נדרש תואר טיפולי ורכב  מרגיש נכון? שלחו קורות חיים ✨ ואם לא בשבילכם — אולי תעבירו למישהו.י שזה בדיוק בשבילם 💙 https://www.enosh.org.il/%D7%A7%D7%A8%D7%99%D7%99%D7%A8%D7%94/808872/?utm_source=whatsapp","✨ מחפשים תפקיד שמשלב בין אנשים, שיקום ויזמות? ✨ לתכנית ""מעוף"" של עמותת אנוש באזור חדרה דרוש.ה איש מקצוע לליווי אנשים בתהליכי שיקום תעסוקתי ופיתוח יוזמות עסקיות ❤️  💼 ליווי אישי בתהליכי צמיחה והגשמה 🌱 שילוב בין עולם בריאות הנפש לעולם היזמות 🤝 עבודה מקצועית עם הדרכה, ליווי וצוות תומך 📚 אפשרויות להתפתח"
0ee43f09b8ef,מטפל.ת קליני.ת ליחידת הייעוץ וההכוונה,הדספייס קריות,קריות,https://w.enosh.org.il/%D7%A7%D7%A8%D7%99%D7%99%D7%A8%D7%94/980120/,2026-06-16,Biltiformali-Telegram,משרה חלקית,עמותות,ביניים,Nonprofit/NGO,"🔹 דרוש.ה מטפל.ת קליני.ת ליחידת הייעוץ וההכוונה | הדספייס קריות | 50% משרה   🖇️ מה כולל התפקיד?   * טיפול פרטני וקבוצתי בבני נוער וצעירים בגילאי 10-25 * ריכוז יחידת הייעוץ וההכוונה * עבודה בצוות רב מקצועי * פיתוח תכניות טיפוליות ותחומי חדשנות * השתתפות בהכשרות והשתלמויות מקצועיות   👥 למי זה מתאים?   פסיכולוגים.ות עובדים.ות סוציאליים.ות קליניים.ות מטפלים.ות מוסמכים.ות לאחר תואר שני יתרון לבוגרי בית ספר לפסיכותרפיה   🎁 מה תקבלו אצלנו? 💰 קרן השתלמות מהיום הראשון 📱 זכאות לסלולרי 🌴 ימי חופשה ומחלה מהיום הראשון  🤝 סביבת עבודה מקצועית, אנושית ומשמעותית   👉 מתאים לכם? שלחו קורות חיים בלינק אנחנו מחכים לכם! 😊 https://www.enosh.org.il/%D7%A7%D7%A8%D7%99%D7%99%D7%A8%D7%94/980120/",🔹 דרוש.ה מטפל.ת קליני.ת ליחידת הייעוץ וההכוונה | הדספייס קריות | 50% משרה   🖇️ מה כולל התפקיד?   * טיפול פרטני וקבוצתי בבני נוער וצעירים בגילאי 10-25 * ריכוז יחידת הייעוץ וההכוונה * עבודה בצוות רב מקצועי * פיתוח תכניות טיפוליות ותחומי חדשנות * השתתפות בהכשרות והשתלמויות מקצועיות   👥 למי זה מתאים?   
79a98e70feaa,,,,https://app.civi.co.il/promo/id=763261&src=3306,2026-06-16,Biltiformali-Telegram,,,,Nonprofit/NGO,לפרטים נוספים והגשת מועמדות לחצו כאן:   https://app.civi.co.il/promo/id=763261&src=3306,לפרטים נוספים והגשת מועמדות לחצו כאן:   https://app.civi.co.il/promo/id=763261&src=3306
0f9339467fd2,מנהל/ת קלאסטר הייטק,התכנית הלאומית לצמיחה כלכלית,,https://forms.monday.com/forms/fc60cfac1810ec1423ede960026f902c?r=euc1,2026-06-16,Biltiformali-Telegram,משרה מלאה,ממשלתי,בכיר,Nonprofit/NGO,"מנהלת הצמיחה, התכנית הלאומית לצמיחה כלכלית מחפשת מנהל/ת קלאסטר הייטק - אם אתם מגיעים מעולמות ההייטק והאסטרטגיה אבל מחפשים שהתפקיד הבא שלכם לא יתמקד בעוד אחוז ב-ARR אלא בעתיד הכלכלי של המדינה - המשרה הזו בשבילכם.  תפקיד אסטרטגי שיושב בצומת שבין מגזר ההייטק וצרכיו לבין המנגנונים של המגזר הציבורי, ומהותו לנווט ולחבר בין שחקנים חזקים: ממנכ""לים של חברות מובילות בשוק ועד למקבלי ההחלטות בממשלה במטרה לעודד שינויי מדיניות שיקדמו את מגזר הייטק בישראל.   פרטים נוספים ניתן למצוא במודעה המצורפת, קו""ח יש להגיש דרך הקישור:   https://forms.monday.com/forms/fc60cfac1810ec1423ede960026f902c?r=euc1","מנהלת הצמיחה, התכנית הלאומית לצמיחה כלכלית מחפשת מנהל/ת קלאסטר הייטק - אם אתם מגיעים מעולמות ההייטק והאסטרטגיה אבל מחפשים שהתפקיד הבא שלכם לא יתמקד בעוד אחוז ב-ARR אלא בעתיד הכלכלי של המדינה - המשרה הזו בשבילכם.  תפקיד אסטרטגי שיושב בצומת שבין מגזר ההייטק וצרכיו לבין המנגנונים של המגזר הציבורי, ומהו"
