title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
"עובד/ת בית מלאכה לניפוח זכוכית- ביה""ס לכימיה (JB-1340)",אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-31,https://www.tau.ac.il/JB-1340/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,פנימי,"עבודה מעשית ודינמית בסביבת ייצור מקצועית בבית מלאכה לניפוח זכוכית, כולל:
סיוע שוטף בעבודות ניפוח ועיבוד זכוכית.
ניקוי, סידור ותחזוקת כלי זכוכית ועמדות העבודה.
עבודה עם מבערי גז וציוד מקצועי.
עבודה פיזית בסביבת בית מלאכה שאינה סטרילית.
עזרה לנפח הזכוכית בעבודתו השוטפת ובתחזוקה ונקיון בית המלאכה.
סיוע בייצור ובנייה של כלי מעבדה מזכוכית.
ביצוע מטלות נוספות ככל שיידרש.","השכלה תיכונית/מקצועית מלאה לפחות.
ניסיון בניפוח זכוכית- יתרון.
רקע טכני או ניסיון בתחומים מקבילים כגון: זגגות, מסגרות, עבודות טכניות/ מכניות- יתרון.
הכשרה מקצועית בתחום רלוונטי - יתרון.
יכולת עבודה עצמאית והשתלבות בצוות.
ידיעה טובה של השפה העברית.
כושר גופני טוב, יכולת עבודה טכנית, נכונות לעבודה פיזית ולמידת תחום מקצועי ייחודי.
יכולת למידה עצמית והתעדכנות מקצועית.
יכולת התמודדות עם תקלות בלתי צפויות ועם ריבוי משימות.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך.
כפיפות : למנהל בית המלאכה לניפוח זכוכית ולאחראי האקדמי על בתי המלאכה."
רכז/ת תלמידים וקבלה לתואר שני (JB-1284),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-31,https://www.tau.ac.il/position/JB-1284/2026,הפקולטה לניהול,onsite,administrative,חיצוני,"אחריות כוללת לטיפול במועמדים ותלמידי התואר השני, כולל:
מתן מענה לפניות מועמדים, תלמידים ולסגל המורים, לרבות קבלת קהל, מענה ללידים ומתן ייעוץ והכוונה למועמדים.
מעקב אחר ההתקדמות האקדמית של התלמידים.
ארגון הבידינג, רישום לקורסים, טיפול במערכת השעות וייעוץ לתלמידים.
בדיקת פטורים, דיווח והזנת ציונים.
הפקת דוחות וניתוחם.
אחריות על לוח הבחינות.
הזנת נתונים במערכת מינהל התלמידים, מעקב אחר מילוי חובות אקדמיים, ריכוז החומר והעברתו לוועדת הוראה ויישום החלטות ועדת הוראה.
טיפול בסגירת תארים וארגון טקסי מסיימים.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי - יתרון. תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי. רצוי בתחום מינהל תלמידים.
ניסיון בעבודה עם מערכות מינהל תלמידים ו- מערכת ה- CRM - יתרון.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE ובאינטרנט.
ידיעת השפה העברית על בוריה, כולל יכולת ניסוח בכתב ובעל פה וידיעה טובה של השפה האנגלית.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום ויכולת ארגון ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: העבודה לעיתים מתבצעת בשעות הבוקר המאוחרות עד אחה""צ ובימי שישי, עפ""י הצורך.
נדרשת גם נכונות לשעות נוספות בהתאם לצורך."
רכז/ת מינהל בכיר/ה (JB-1323),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-28,https://www.tau.ac.il/JB-1323/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,"אחריות מנהלית כוללת לתפעולה השוטף של מזכירות הספרייה וסיוע למנהלת הספרייה, כולל:
מתן שירותי אדמיניסטרציה למנהלת הספרייה, לרבות ריכוז חומר לישיבות והכנתו, תכתובת שוטפת, כתיבת פרוטוקולים, מעקב אחר ביצוע החלטות ויישומן.
טיפול שוטף במכלול הנושאים האדמיניסטרטיביים כולל ניהול יומנים ותיאום פעילויות מנהלים.
מתן שירות לסגל העובדים ולקהל לקוחות הספרייה.
טיפול שוטף בנושאי כוח אדם של עובדי הספרייה.
מעקב אחר תקציב הספרייה.
טיפול בהזמנות רכש, הזמנות עבודה ובהוראות תשלום.
סיוע בפרויקטים ואירועים מיוחדים, תערוכות, כנסים, ימי עיון והרצאות.
תכתובת שוטפת בשפות עברית ואנגלית עם מגוון גורמים, בארץ ובחו""ל.
ניהול קשר עם מגוון גורמים באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ע""פ הנחיות מנהלת הספרייה וככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחומי כוח אדם ו/או תקציב- יתרון.
ניסיון בעבודה עם מערכות ממוחשבות, ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב- ERP - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות על פי הצורך."
"רכז/ת מורים, ועדת מינויים והתמחויות- ביה""ס לרפואת שיניים (JB-1319)",אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-28,https://www.tau.ac.il/JB-1319/2026/position,"ביה""ס לרפואת שיניים/הפקולטה לרפואה",onsite,administrative,חיצוני,"טיפול בסגל אקדמי בכיר וזוטר, כולל הארכת מינויים ועדכון היקפי משרה ונתונים נוספים במערכת ה- ERP,
טיפול בביטוח אחריות מקצועית, ריכוז טפסי דיווח שעות עבודה וקבלת קו""ח מעודכנים וטפסי משוב.
טיפול בסגל אקדמי שעתי ומתנדב, כולל טיפול בקליטה ובדוחות נוכחות, עדכון וסיום מינויים, ריכוז הטיפול באישורי חניה וסיוע שוטף ומתן מענה בנושאים השונים.
ניהול ההליך האקדמי של תיקי מועמדות למינוי וקידום אקדמי לרבות מתן מענה למועמדים, קבלת תיקי מועמדים ובדיקתם, ריכוז הועדה היחידתית, לרבות זימון ישיבות, הכנת תיקים לדיון, טיפול בתיקים בהתאם להחלטות הוועדה, כתיבת פרוטוקולים והפצתם.
מינוי ועדות מקצועיות, ריכוז הטיפול בפניות לסוקרים, בחינת איכות ותקינות המכתבים, קבלת תשובות ומעקב אחרי ביצוע החלטות, מתן מידע לוועדה המקצועית והגשת תיקים למזכירות האקדמית.
טיפול כולל בתוכניות ההתמחות בבית הספר, לרבות פרסום קול קורא, ריכוז רישום מועמדים, העברת מידע לוועדת הקבלה המחלקתית, ליווי פגישות הוועדות ושליחת מכתבי תשובה. טיפול בהמשך ההליך, כולל גבייה, איסוף מסמכים, מתן אישורים, הרשאות ועוד.
קשר עם מגוון גורמים בבית הספר, בפקולטה, באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון  בתחום המינהל האקדמי ו/או כוח אדם - יתרון.
ידיעת השפה העברית על בוריה וידיעה טובה מאוד של השפה האנגלית, לרבות יכולת תכתובת בשפות אלו.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב- ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה:  נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
חשב/ת שכר- יחידת השכר (JB-1295),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-28,https://www.tau.ac.il/JB-1295/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,"טיפול בחישובי שכר על כל מרכיביו.
טיפול בתשלומים שוטפים.
קבלת קהל ומתן מידע בנושאים שבטיפול לסגל עובדי האוניברסיטה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
בוגר/ת קורס חשבי שכר.
ניסיון בעבודה בתחומי השכר ו/או חישובי פנסיה והפיצויים.
היכרות עם מערכות חילן, לרבות מערכת ""אופק"" - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
ניסיון בעבודה עם מערכות ממוחשבות, שליטה בתוכנות OFFICE, לרבות EXCEL.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת התמודדות עם עומס וריבוי משימות
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
מכוונות למתן שירות ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
טכנאי/ת רנטגן- בית הספר לרפואת שיניים/הפקולטה למדעי הרפואה והבריאות (JB-1286),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-28,https://www.tau.ac.il/JB-1286/2026/position,בית הספר לרפואת שיניים הפקולטה לרפואה,onsite,administrative,חיצוני,"ביצוע צילומי רנטגן דנטליים ופיתוחם.
מתן שירות למטופלים, סטודנטים, מתמחים וחברי סגל ביה""ס.
הדרכה מעשית של סטודנטים לרפואת שיניים.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
תעודת רנטגנאי מוסמך – חובה.
ניסיון בצילומי רנטגן דנטליים – יתרון.
ניסיון בעבודה בתחום הרנטגן – יתרון.
ניסיון בהדרכה – יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה גבוהה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: העבודה במשמרות. נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך."
רכז/ת בכיר/ה לסגל אקדמי (JB-1339),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-26,https://www.tau.ac.il/JB-1339/position/2026,המזכירות האקדמית,onsite,administrative,פנימי,"בקרה על הכללים הקשורים להיבטי העסקה ביחס לכשירות האקדמית ולתוכניות הלימודים, ובדיקה וטיפול בעמידתו של הסגל האקדמי בנהלי האוניברסיטה והמועצה להשכלה גבוהה, לרבות זכאויות למענקים שונים, העסקה מעבר למשרה, עומס הוראה ועוד.
טיפול והזנת מינויים של סגל אקדמי בכיר במערכות הארגוניות, מעקב, וריכוז חומרים לישיבות ועדת מינויים אוניברסיטאית.
אחריות לטיפול באישורים מיוחדים הנדרשים על פי תקנוני האוניברסיטה של הסגל האקדמי הבכיר והסגל השותף, מתנדבים, אורחים וגמלאים.
אחריות על טיפול ומתן אישורים לגורמי חוץ בהתאם לנהלים.
הכנת דו""חות והפקת נתונים במערכות ממוחשבות.
מתן שירות והדרכה לרכזי/ות מורים ביחידות האקדמיות בקמפוס, ועבודה מול חברי/ות הסגל האקדמי.
תכתובת בשפות עברית ואנגלית.
ביצוע מטלות נוספות כפי שיוטלו ע""י מנהלת מדור הסגל האקדמי וככל שיידרש.","תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחומי המנהל האקדמי - יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים - יתרון.
יכולת עבודה עם ריבוי נתונים במערכות ממוחשבות.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה מאד, לרבות יכולת תכתובת וניסוח בשפות אלה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, יכולת עמידה בלוחות זמנים, יכולת תיאום ומעקב.
יכולת גבוהה של ניסוח בכתב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
מרכז/ת מינהלת תלמידים/ות לתואר ראשון (JB-1336),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-26,https://www.tau.ac.il/position/jb-1336/2026,הפקולטה להנדסה,onsite,administrative,פנימי,"אחריות מנהלית כוללת לפעילות מזכירות התלמידים לתואר ראשון בפקולטה להנדסה, כולל:
ניהול צוות מזכירות התלמידים לתואר ראשון לרבות הנחייה ובקרה על פעילותם.
שיפור וייעול תהליכי עבודה, הטמעתם ותיעודם.
ריכוז ועדת הוראה לתואר ראשון.
בקרה ומעקב אחר יישום נהלי האוניברסיטה בנושא תלמידי תואר ראשון וטיפול בפניות חריגות.
אחריות על עדכון הידיעון, בקרה על פרסום סילבוסים, עדכונים בנושאי תקנון, ימים פתוחים וכו'.
עדכון ופרסום תנאי הקבלה לקראת הרישום, בתיאום עם ועדת הקבלה.
הפקת דוחות ומתן מידע ונתונים לראשי יחידות ולהנהלת פקולטה.
טיפול בנושא קורסי השרות (מתמטיקה, פיזיקה, תכנות וכימיה).
קשר עם המזכירות האקדמית, אגף רישום ומנהל תלמידים ועם גורמים נוספים באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תעודת בגרות מלאה לפחות, רצוי תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי רצוי בתחום מנהל תלמידים. תישקל מועמדותם של בעלי ניסיון בתחומי מנהל אחרים.
ניסיון בעבודה עם מערכות מנהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאד לרבות יכולת הבעה ותכתובת  בשפות אלה.
יכולת ניהול והנחייה של צוות עובדים.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה במערכות האוניברסיטאיות - יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת עבודה בסביבה מרובת ממשקים והתמודדות עם מצבים מורכבים.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
יוזמה ויכולת להנעת תהליכים.
כושר תיאום, תכנון וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
מנהל/ת בקרה ותפעול דאטה סנטר (JB-1315),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-26,https://www.tau.ac.il/JB-1315/position/2025,אגף מחשוב וטכנולוגיות מידע,onsite,administrative,חיצוני,"אחריות על גוף האמון על בקרת מערכות המחשוב ואיתור תקלות וצווארי בקבוק של מערך מחשוב משמעותי ומורכב הכולל:
ניהול צוות בקרה (כ-7 עובדים וכ-2 מנהלי משמרות) העובד במשמרות 24/7 בחדר בקרה ייעודי ומודרני.
ניהול תפעול מערך השליטה והבקרה של אגף מחשוב וטכנולוגיות מידע, הן בתחומי התקשוב ומערכות המידע והן בתחומי המערכות האלקטרו-מכאניות של הדאטה סנטר.
הגדרה והטמעה של שיטות עבודה ונהלים לטובת שיפור הניטור ואמינות מערך ה Data Center.
ייעול פעילות הניטור ומתן המענה הנדרש לאירועים השונים.
ניהול צוות העובדים במשמרות.
ניהול רצפת הייצור (ה- Data Center) על כלל מרכיביו.
עבודה משותפת עם יחידות אגף המחשוב לטובת שיפור מתמשך של ניטור המערכות.
ביצוע מטלות נוספות בהתאם להחלטתו של מנהל היחידה, וככל שיידרש.","תואר אקדמי. יתרון לבעלי השכלה ותעודות רלוונטיות בתחום המחשוב, מערכות אלקטרו-מכאניות או תחום טכני דומה.
ניסיון של לפחות 3 שנים בניהול צוות NOC כולל הובלת פרויקטים בתחום.
ניסיון מעשי של 3 שנים לפחות בעבודה עם מערכות שו""ב כגון - Zabbix,AppDynamcs,Solarwinds.
ניסיון בתפעול ובקרה של מערכי אנרגיה של Data Center – קירור, חשמל, גילוי אש וכיבוי, אבטחה פיזית ותפעולית- יתרון.
ניסיון בניהול ספקים ומשא ומתן.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
יכולת בנייה והובלה של תהליכי עבודה. יתרון לנסיון בכתיבה והטמעה של נהלי עבודה.
יכולת למידה עצמאית והתעדכנות מקצועית ויכולת עבודה עם מגוון רחב של צרכים טכנולוגיים.
יכולת עבודה בסביבת מרובת ממשקים והתמודדות עם מצבים מורכבים.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
יוזמה, עצמאות, ראייה מערכתית ויכולת להנעת תהליכים/לריכוז תחום אחריות.
כושר תיאום, תכנון וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים עם מגוון גורמים (מנהלים, מקבילים, עובדים, ספקים).
הערה: נדרשת נכונות לעבודה בשעות נוספות ולא שגרתיות בהתאם לצורך והגדרת מנהל היחידה."
אחראי/ת מדיה (JB-1337),אוניברסיטת תל אביב,תל אביב,2026-05-20,2026-05-25,https://www.tau.ac.il/JB-1337/position/2026,אגף קשרי חוץ ופיתוח משאבים,onsite,administrative,פנימי,"תמיכה דיגיטלית בפעילות השיווקית והתדמיתית של האוניברסיטה, כולל :
הפקת צילומי וידאו ועריכה דיגיטלית של מגוון חומרים עבור אירועים, אתרי אינטרנט, מדיה חברתית ומצגות.
הפקת צילומי סטילס דיגיטלי.
סיוע בפיתוח וחיזוק המיתוג החזותי של האוניברסיטה, בדגש על פעילויות לגיוס כספים.
טיפול בבקשות האגף וכלל יחידות הקמפוס לצילום אירועים.
תיאום ופיקוח על עבודתם של צלמים חיצוניים בתחום צילומי וידאו וסטילס.
אחריות על הסטודיו לצילום, לרבות טיפול ואחזקת ציוד המדיה.
ניהול, עדכון והרחבת השימוש בארכיון התמונות הדיגיטלי.
ביצוע מטלות נוספות בהתאם לצורך.","תעודת בגרות מלאה לפחות, רצוי תואר אקדמי.
ניסיון מוכח בהפקת צילומי וידיאו וסטילס, כולל עבודה עם תוכנות לעריכה ולעיבוד תמונות.
הכשרה פורמלית בתחום הצילום, המדיה או תחום רלוונטי דומה - יתרון.
יכולת הפקה ויצירת תכני מולטימדיה במגוון פורמטים.
היכרות עם עולמות התוכן והצרכים החזותיים של המדיה החברתית - יתרון.
ידיעת השפה העברית על בוריה וידיעת אנגלית ברמה גבוהה.
כושר תכנון, תיאום וארגון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות, עומס ועמידה בלוחות זמנים.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות, בהתאם לצורך."
