id,title,company,city,url,date_posted,source,work_type,sector,level,employer_type,description,raw_text
785e556da255,פרויקטור/ית להובלת מהלך חדשני,ארגון חברתי,רמת גן,https://wkf.ms/3SXstul?dropdown_mm4jfb3w=,2026-06-25,Biltiformali-Telegram,משרה מלאה,עמותות,ביניים,Nonprofit/NGO,"לארגון חברתי בתנופה, הפועל לחיזוק השדה הדמוקרטי-ליברלי בישראל  דרוש/ה פרויקטור/ית להובלת מהלך חדשני בחיבור שבין פילנתרופיה, חברה אזרחית ומגזר ציבורי   התפקיד כולל:  - ⁠בניית תהליכי עבודה בהתאם לאסטרטגיית הארגון ולהוצאתם לפועל באופן מלא  - ⁠ליווי תהליכי הגשה של מענקים, מעקב ובקרה על לוחות זמנים וביצוע  - ⁠ניהול תהליך הבחינה מול ועדה מקצועית ועבודה מול מגוון ממשקים פנים וחוץ ארגוניים  ⁠  דרישות התפקיד:  - ניסיון בניהול פרויקטים ותהליכים מול דרג בכיר  - יכולת סדר וארגון ברמה גבוהה מאוד  - יכולות בין אישיות ברמה גבוהה מאוד   - יכולת הובלה והנעת ממשקים מרובים בו זמנית בסביבה דינמית ואינטנסיבית  - ניסיון בתפקיד בעולם הפילנתרופיה- יתרון משמעותי  - היכרות עם המגזר השלישי- יתרון משמעותי  - ניסיון בעבודה מול משרדי ממשלה / רשויות מקומיות- יתרון משמעותי  - שליטה ב-Monday / מערכות CRM- יתרון      משרה מלאה (היברידית), משרדי הארגון במתחם הבורסה ברמת גן  להגשת מועמדות:  https://wkf.ms/3SXstul?dropdown_mm4jfb3w=  *רק פניות מתאימות יענו  *הגשת מועמדות תתאפשר עד לתאריך 15.7.2026","לארגון חברתי בתנופה, הפועל לחיזוק השדה הדמוקרטי-ליברלי בישראל  דרוש/ה פרויקטור/ית להובלת מהלך חדשני בחיבור שבין פילנתרופיה, חברה אזרחית ומגזר ציבורי   התפקיד כולל:  - ⁠בניית תהליכי עבודה בהתאם לאסטרטגיית הארגון ולהוצאתם לפועל באופן מלא  - ⁠ליווי תהליכי הגשה של מענקים, מעקב ובקרה על לוחות זמנים וביצו"
317164cce981,דרושים,עיריית אור עקיבא,אור עקיבא,https://tps://www.oraqiva.muni.il/tenders/drushiim/,2026-06-24,Biltiformali-Telegram,,ממשלתי,,Nonprofit/NGO,*דרושים*🎯  קורות חיים👇 https://www.oraqiva.muni.il/tenders/drushiim/,*דרושים*🎯  קורות חיים👇 https://www.oraqiva.muni.il/tenders/drushiim/
1718935196bd,מנהל״ת כפר הסטודנטים הדר הכרמל,התאגיד העירוני קהילת הדר חיפה,חיפה,projectr@hadar.matnasim.co.il,2026-06-24,Biltiformali-Telegram,משרה מלאה,עמותות,ניהולי,Nonprofit/NGO,"דרוש.ה מנהל.ת לכפר הסטודנטים הדר הכרמל!  התאגיד העירוני קהילת הדר חיפה מחפש מנהל/ת שמוכן/ה לחלום, לפעול וליצור יחד חיי קהילה עירוניים,  במקום עבודה דינאמי ומאתגר.  תכנית כפר הסטודנטים - הדר הכרמל חיפה הינה תכנית מלגות לסטודנטים, אשר פועלת ב־19 השנים האחרונות בשכונת הדר בחיפה, כחלק מתהליך ההתחדשות העירונית בשכונה.  תחומי אחריות: • ליווי ומעקב אחר הפעילות של כ־50 סטודנטים בשנה. • בניית תכנית עבודה שנתית. • ליווי צוות הדרכה ובניית תכנית שנתית לפעילות החברתית בכפר. • ליווי רכזי פעילות המלווים את הסטודנטים. • ליווי והובלה של פרויקטים קהילתיים בשכונה. • ניהול תקציב הכפר. • ניהול שותפויות ברמה השכונתית והעירונית.  דרישות התפקיד: • בעל/ת תואר ראשון לפחות. • בעל/ת ניסיון בריכוז והובלה של תכניות חברתיות וקהילתיות. • ניסיון בהנחיית קבוצות ו/או ניהול סטודנטים, יתרון. • יחסי אנוש מעולים. • ניסיון בניהול תקציב. • יכולת עבודה עצמאית. • מחויבות לשינוי חברתי. • 100% משרה, תדרש גמישות בשעות העבודה ופניות גם בשעות אחה""צ והערב, לפחות פעמיים בשבוע. • מגורים בשכונת הדר, יתרון.  קו""ח יש להעביר למייל: projectr@hadar.matnasim.co.il *רק פניות מתאימות תענינה.*  הגשת מועמדות עד 5.7.2026.","דרוש.ה מנהל.ת לכפר הסטודנטים הדר הכרמל!  התאגיד העירוני קהילת הדר חיפה מחפש מנהל/ת שמוכן/ה לחלום, לפעול וליצור יחד חיי קהילה עירוניים,  במקום עבודה דינאמי ומאתגר.  תכנית כפר הסטודנטים - הדר הכרמל חיפה הינה תכנית מלגות לסטודנטים, אשר פועלת ב־19 השנים האחרונות בשכונת הדר בחיפה, כחלק מתהליך ההתחדשות הע"
dc602a6c0995,מנהל/ת לתכנית נוחם – מרכז לבנים חרדים,"המחלקה לקידום ילדים ונוער, עיריית תל אביב",תל אביב,levin_l@mail.tel-aviv.gov.il,2026-06-24,Biltiformali-Telegram,משרה מלאה,ממשלתי,ניהולי,Nonprofit/NGO,"תפקיד עם משמעות. אנשים עם לב. הזדמנות להשפיע באמת.  המחלקה לקידום ילדים ונוער מחפשת מנהל/ת לתכנית “נוחם” – מרכז לבנים חרדים  מה חשוב לנו? ✅ תואר ראשון בעבודה סוציאלית – יתרון ✅ ניסיון בעבודה עם נוער בסיכון – יתרון ✅ יכולת ניהול צוות והובלת תהליכים חינוכיים-טיפוליים ✅ היכרות מעמיקה עם המגזר החרדי  אם את/ה יודע/ת לחבר בין מקצועיות, רגישות והובלה, ומחפש/ת תפקיד שעושה שינוי – אנחנו מחכים לך👇  לפרטים והגשת מועמדות >> levin_l@mail.tel-aviv.gov.il",תפקיד עם משמעות. אנשים עם לב. הזדמנות להשפיע באמת.  המחלקה לקידום ילדים ונוער מחפשת מנהל/ת לתכנית “נוחם” – מרכז לבנים חרדים  מה חשוב לנו? ✅ תואר ראשון בעבודה סוציאלית – יתרון ✅ ניסיון בעבודה עם נוער בסיכון – יתרון ✅ יכולת ניהול צוות והובלת תהליכים חינוכיים-טיפוליים ✅ היכרות מעמיקה עם המגזר החרדי  אם
ac73b01d9022,מנהל.ת צוות רכזים,פר״ח מנהלת דרום,באר שבע,giyusperah@gmail.com,2026-06-24,Biltiformali-Telegram,משרה חלקית,חינוך,ניהולי,Nonprofit/NGO,"לפר""ח מנהלת דרום דרוש.ה מנהל.ת צוות רכזים ב50% משרה. התפקיד כולל ניהול, הובלה, הכשרה ובקרה על עבודת הרכזים, קשר עם בתי""ס ורשויות מקומיות, ניהול מערך מלגות ואחריות לקיום מערך חונכויות איכותי.  דרישות התפקיד: - תואר ראשון לפחות בחינוך, מדעי החברה או מנהל. - ניסיון בריכוז, הדרכה וליווי (חובה)- יתרון למגזר החברתי וניסיון כרכז/ת בפר""ח. - יכולת ארגון ועבודה תחת עומס, נכונות לעבודה מאומצת. - תקשורת בינאישית מעולה ויכולת למידה מהירה. - יום עבודה אחד מהבית -עבודה ממשרדי המנהלה- אוניברסיטת בן גוריון  לשליחת קורות חיים ולפרטים נוספים- giyusperah@gmail.com","לפר""ח מנהלת דרום דרוש.ה מנהל.ת צוות רכזים ב50% משרה. התפקיד כולל ניהול, הובלה, הכשרה ובקרה על עבודת הרכזים, קשר עם בתי""ס ורשויות מקומיות, ניהול מערך מלגות ואחריות לקיום מערך חונכויות איכותי.  דרישות התפקיד: - תואר ראשון לפחות בחינוך, מדעי החברה או מנהל. - ניסיון בריכוז, הדרכה וליווי (חובה)- יתרון למ"
5338596115b9,רכז/ת צמי״ד,מינהל קהילתי גנים,,https://://minisite.niloos.ai/vacancy/69e3e0cf1a585e6a7f1d42e7,2026-06-24,Biltiformali-Telegram,משרה חלקית,עמותות,ביניים,Nonprofit/NGO,"אנחנו מגייסים לצוות של מינהל קהילתי גנים 🥁🥁 רכז/ת צמי""ד ב- 50% משרה 🧡🧡🧡 קוד משרה: JB-39 להגשת קורות חיים נא למלא את הלינק: https://minisite.niloos.ai/vacancy/69e3e0cf1a585e6a7f1d42e7","אנחנו מגייסים לצוות של מינהל קהילתי גנים 🥁🥁 רכז/ת צמי""ד ב- 50% משרה 🧡🧡🧡 קוד משרה: JB-39 להגשת קורות חיים נא למלא את הלינק: https://minisite.niloos.ai/vacancy/69e3e0cf1a585e6a7f1d42e7"
e2d85c727357,"פרויקטור/ית להובלת מהלך חדשני בחיבור שבין פילנתרופיה, חברה אזרחית ומגזר ציבורי",ארגון חברתי הפועל לחיזוק השדה הדמוקרטי-ליברלי בישראל,רמת גן,https://wkf.ms/3SXstul?dropdown_mm4jfb3w=,2026-06-24,Biltiformali-Telegram,משרה מלאה,עמותות,ביניים,Nonprofit/NGO,"לארגון חברתי בתנופה, הפועל לחיזוק השדה הדמוקרטי-ליברלי בישראל  דרוש/ה פרויקטור/ית להובלת מהלך חדשני בחיבור שבין פילנתרופיה, חברה אזרחית ומגזר ציבורי   התפקיד כולל:  - ⁠בניית תהליכי עבודה בהתאם לאסטרטגיית הארגון ולהוצאתם לפועל באופן מלא  - ⁠ליווי תהליכי הגשה של מענקים, מעקב ובקרה על לוחות זמנים וביצוע  - ⁠ניהול תהליך הבחינה מול ועדה מקצועית ועבודה מול מגוון ממשקים פנים וחוץ ארגוניים  ⁠  דרישות התפקיד:  - ניסיון בניהול פרויקטים ותהליכים מול דרג בכיר  - יכולת סדר וארגון ברמה גבוהה מאוד  - יכולות בין אישיות ברמה גבוהה מאוד   - יכולת הובלה והנעת ממשקים מרובים בו זמנית בסביבה דינמית ואינטנסיבית  - ניסיון בתפקיד בעולם הפילנתרופיה- יתרון משמעותי  - היכרות עם המגזר השלישי- יתרון משמעותי  - ניסיון בעבודה מול משרדי ממשלה / רשויות מקומיות- יתרון משמעותי  - שליטה ב-Monday / מערכות CRM- יתרון      משרה מלאה (היברידית), משרדי הארגון במתחם הבורסה ברמת גן  להגשת מועמדות:  https://wkf.ms/3SXstul?dropdown_mm4jfb3w=  *רק פניות מתאימות יענו  *הגשת מועמדות תתאפשר עד לתאריך 15.7.2026","לארגון חברתי בתנופה, הפועל לחיזוק השדה הדמוקרטי-ליברלי בישראל  דרוש/ה פרויקטור/ית להובלת מהלך חדשני בחיבור שבין פילנתרופיה, חברה אזרחית ומגזר ציבורי   התפקיד כולל:  - ⁠בניית תהליכי עבודה בהתאם לאסטרטגיית הארגון ולהוצאתם לפועל באופן מלא  - ⁠ליווי תהליכי הגשה של מענקים, מעקב ובקרה על לוחות זמנים וביצו"
da01bbf7b5e4,מנהל/ת מרכז,עמותת חמניות,"הרצליה, חולון, נתניה, אופקים","https://ttps://wkf.ms/3CZka62
",2026-06-24,Biltiformali-Telegram,משרה חלקית,עמותות,ניהולי,Nonprofit/NGO,"מחפש/ת תפקיד עם משמעות? רוצה לקחת חלק מהעשייה בשטח? 🌻  אנחנו גדלים וצומחים וצריכים עוד אנשים טובים איתנו למסע המשותף  לקראת שנת הפעילות הקרבה, עמותת חמניות – המקום לילדים שאיבדו הורה, מחפשת מנהלי מרכזים לתפקיד משמעותי במרכזים שלנו:  * הרצליה  * חולון   * נתניה  * אופקים  תחומי אחריות  * הדרכה של הפעילויות במרכז לילדים ונוער  * בניית מערכי פעילות מותאמות לקבוצות גיל שונות  * ניהול שוטף של הפעילות במרכז  * גיוס משפחות לפעילות  * גיוס וליווי מתנדבים למרכז  * תקשורת עם גורמים פורמליים ובלתי פורמליים ברשות המקומית  דרישות התפקיד  * ניסיון בעבודה בתחום החינוך הפורמלי / הבלתי פורמלי  * ניסיון בהדרכה  * ניסיון בעבודה עם ילדים ונוער  * ניסיון בעבודה בעולמות השכול ואובדן - יתרון  * תואר ראשון במדעי החברה / בחינוך - יתרון   העבודה במשרה חלקית (35%) וכוללת עבודה בשעות הבוקר ובשעות אחה""צ   לפרטים נוספים והגשת מועמדות בקישור הייעודי - https://wkf.ms/3CZka62  לכל המשרות הפתוחות בעמותה: https://www.hamaniot.org/jobs/","מחפש/ת תפקיד עם משמעות? רוצה לקחת חלק מהעשייה בשטח? 🌻  אנחנו גדלים וצומחים וצריכים עוד אנשים טובים איתנו למסע המשותף  לקראת שנת הפעילות הקרבה, עמותת חמניות – המקום לילדים שאיבדו הורה, מחפשת מנהלי מרכזים לתפקיד משמעותי במרכזים שלנו:  * הרצליה  * חולון   * נתניה  * אופקים  תחומי אחריות  * הדרכה של הפע"
da22c2d7f4e0,מטפל.ת קליני.ת ורכז.ת שלוחת הדספייס אופקים,אנוש,באר שבע,"https:///www.enosh.org.il/%D7%A7%D7%A8%D7%99%D7%99%D7%A8%D7%94/632590/
Noam M",2026-06-24,Biltiformali-Telegram,משרה חלקית,רווחה,ביניים,Nonprofit/NGO,"🔹 דרוש.ה מטפל.ת קליני.ת ורכז.ת שלוחת הדספייס אופקים | 30%-50% משרה 🖇️ מה כולל התפקיד? אבחון ראשוני ובניית תכנית טיפולית-שיקומית ליווי טיפולי אישי ורב-מערכתי לבני נוער (12–18) עבודה מערכתית וקהילתית ריכוז והובלת שלוחת אופקים השתתפות בישיבות צוות והדרכות מקצועיות 👥 למי זה מתאים? בעלי.ות תואר שני בעבודה סוציאלית, פסיכולוגיה, טיפול בהבעה ויצירה או קרימינולוגיה קלינית רישום בפנקס העוסקים במקצוע ניסיון של שנתיים לפחות בעבודה טיפולית עם בני נוער ⭐ יתרון לניסיון באבחון והמשגה קלינית, עבודה רב-מערכתית ומסגרות טיפול קהילתיות. 📍 3 ימי עבודה בשבוע יומיים באופקים ויום נוסף לישיבות צוות והדרכות בבאר שבע. 💡 אם יש לך יכולת ליצור קשר משמעותי עם בני נוער, חשיבה מערכתית ויוזמה – מקומך איתנו. 👉 שלחו קורות חיים בלינק מחכים לכם! 😊 https://www.enosh.org.il/%D7%A7%D7%A8%D7%99%D7%99%D7%A8%D7%94/632590/ Noam MeirYarden AzariaInbar Kainan Erez",🔹 דרוש.ה מטפל.ת קליני.ת ורכז.ת שלוחת הדספייס אופקים | 30%-50% משרה 🖇️ מה כולל התפקיד? אבחון ראשוני ובניית תכנית טיפולית-שיקומית ליווי טיפולי אישי ורב-מערכתי לבני נוער (12–18) עבודה מערכתית וקהילתית ריכוז והובלת שלוחת אופקים השתתפות בישיבות צוות והדרכות מקצועיות 👥 למי זה מתאים? בעלי.ות תואר שני בעבוד
92536668b9cf,רכז/ת צהרונים,המרכז הקהילתי רמת ישי,רמת ישי,"https://tps://www.matnasry.co.il/554/?preview=d5ew6s16a41w15

",2026-06-24,Biltiformali-Telegram,משרה חלקית,עמותות,ניהולי,Nonprofit/NGO,"דרוש/ה רכז/ת צהרונים למרכז הקהילתי רמת ישי | היקף משרה: 50%  🚀 יש לכם יכולת להניע צוות, לנהל משימות רבות במקביל ולשמור על חיוך, הקשבה וראייה חינוכית?  המרכז הקהילתי רמת ישי מחפש רכז/ת צהרונים עם גישה לאנשים, יכולת הובלה וניהול, אחריות ויוזמה – לתפקיד משמעותי בלב העשייה הקהילתית.  מה כולל התפקיד?  * ניהול מערך הצהרונים בבתי הספר * ליווי, הדרכה ופיקוח מקצועי על צוות של כ־20 עובדים * גיוס והכשרת עובדים, ניהול שוטף ותקציב המערך * הובלת ישיבות צוות, הדרכות ושיחות אישיות * פיקוח ובקרה שוטפים בצהרונים * אחריות על לוגיסטיקה שוטפת: ספקים, מזון וציוד * בנייה וניהול של קייטנות חגים וימים ארוכים * קשר אישי ורציף עם תושבים  מה אנחנו מחפשים?  * תואר ראשון במדעי החברה או בחינוך * ניסיון ניהולי מוכח במסגרות בהיקף דומה * יכולת הובלת צוות, עבודה עצמאית וראייה מערכתית * יחסי אנוש מצוינים, שירותיות ומוכוונות קהילתית * יכולת עבודה תחת לחץ ובריבוי משימות * זמינות מיידית וניידות  📩 להגשת מועמדות עד 9.7.2026: https://www.matnasry.co.il/554/?preview=d5ew6s16a41w15  התפקיד מתאים לנשים ולגברים כאחד | רק פניות מתאימות תיענינה  המרכז הקהילתי רמת ישי www.mathasry.co.il | 04-9836111","דרוש/ה רכז/ת צהרונים למרכז הקהילתי רמת ישי | היקף משרה: 50%  🚀 יש לכם יכולת להניע צוות, לנהל משימות רבות במקביל ולשמור על חיוך, הקשבה וראייה חינוכית?  המרכז הקהילתי רמת ישי מחפש רכז/ת צהרונים עם גישה לאנשים, יכולת הובלה וניהול, אחריות ויוזמה – לתפקיד משמעותי בלב העשייה הקהילתית.  מה כולל התפקיד?  * "
