title,company,city,date,deadline,url,department,workplace_type,description,requirements
ראש / ראשת תחום משפט וחברה - ג'וינט אשלים,The Joint (ג'וינט),ירושלים,2026-06-09,,https://www.thejoint.org.il/en/career/?juid=B3.C66,,onsite,,
מנהל/מנהלת תכניות,The Joint (ג'וינט),Jerusalem,2026-04-13,,https://www.thejoint.org.il/en/career/?juid=EB.561,,onsite,,":
תואר ראשון בעבודה סוציאלית או תחומים נושקים – חובה; תואר שני – יתרון.
ניסיון משמעותי של לפחות 5 שנים בניהול והפעלת תוכניות חברתיות – חובה.
שפות: רוסית-חובה; עברית ואנגלית-ברמה גבוהה.
היכרות עם גישות עדכניות בתחום העבודה הסוציאלית, כגון ניהול מקרה (case (management ועבודה סוציאלית קהילתית.
ידע או ניסיון בתחום הגרונטולוגיה או תוכניות רווחה מונעת – יתרון.
היכרות עם טכנולוגיות וחדשנות בתחום הזקנה – יתרון.
כישורים בין-אישיים מצוינים ויכולת גבוהה לבניית שיתופי פעולה עם צוותים מגוונים, כולל דרגי הנהלה.
יכולת הובלת תהליכים, חשיבה יוזמת, גמישות מחשבתית והתמודדות עם אתגרים מורכבים.
נכונות לנסיעות לחו""ל.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.EB.561@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
מנהל / מנהלת תכניות תחום נוער - ג'וינט אשלים,The Joint (ג'וינט),ירושלים,2026-06-09,,https://www.thejoint.org.il/en/career/?juid=B6.B69,,onsite,"מחפשים מומחה/ית בפיתוח וניהול שירותים חברתיים, עם זיקה עמוקה לעולמות התוכן של נוער וחברה, וניסיון בעבודה מול מערכות ציבוריות ועירוניות. במסגרת התפקיד, נדרשת הובלה של תהליכי פיתוח שירות, חשיבה עיצובית ועדכון תפיסות, בחינה ושדרוג של פרקטיקות קיימות, ופיתוח חדשות בתחום. העבודה כוללת שיתוף פעולה הדוק עם שותפים ממשלתיים לשם התנעה והובלה של תהליכי הפיתוח.
משימות מרכזיות:
מיפוי שירותים - פרקטיקות ומענים קיימים בשדה ויצירת גופי ידע לקידום התהליך.
ריכוז עבודה של צוותים מדיסציפלינות שונות כחלק מתהליכים אסטרטגיים.
בניית שותפויות וניהולן – בין-ארגונית ובין-מגזרית.
פיתוח וניהול תוכניות ומוצרים, מענים ותהליכים הנוגעים לעולמם של בני הנוער.
תכנון, בנייה וניהול שוטף של תקציבי התכניות והמיזמים שבאחריותו/ה, כולל מעקב אחר ביצוע תקציב.
המשגת תכנים, מענים ותהליכי עבודה ושותפות בצוות התחום.",":
תואר שני מתחומי מדעי החברה, הרווחה, המדיניות הציבורית, או מתחומי העיצוב (כגון עיצוב תעשייתי/חברתי/שירות), ניהול טכנולוגיה ומנהל עסקים – חובה
ניסיון של לפחות 3 שנים בעבודה עם נוער – חובה.
ניסיון של 3 שנים לפחות בהובלת תהליכים וניהול פרויקטים ארציים בזירה החברתית, הציבורית או העסקית-חברתית – חובה
-יכולת המשגה מילולית, טקסטואלית וויזואלית ברמה גבוהה – חובה.
ניסיון עבודה של לפחות 3 שנים עם מערכות רווחה – יתרון משמעותי.
ניסיון בהובלת מיזמים טכנולוגיים, דיגיטליים או מערכתיים המשלבים חדשנות בשירותים החברתיים – יתרון משמעותי.
ניסיון בעיצוב שירות, הכרות עם מתודולוגיות בתחום, אפיון חוויית משתמש או ניהול מוצר בזירה החברתית-ציבורית – יתרון.
ניסיון בעבודה מבוססת נתונים ומוכוונות תוצאות – יתרון משמעותי.
פרטים נוספים:
העסקה בהיקף של 100% משרה
מקום העבודה: משרדי הג'וינט בירושלים, העבודה היברידית, נדרשת גם עבודת שטח וניידות.
העסקה ע""י ג'וינט ישראל.
קורות חיים ניתן להגיש בעזרת הטופס עד לתאריך 10 ביוני 2026, רק פניות מתאימות יענו.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.B6.B69@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
מנהל / מנהלת תכניות שיקום – ג'וינט ישראל מעבר למגבלות,The Joint (ג'וינט),ירושלים,2026-06-09,,https://www.thejoint.org.il/en/career/?juid=63.96E,,onsite,,":
תואר שני לפחות בתחום רלוונטי לעולמות השיקום (רפואה, סיעוד, מקצועות הבריאות, עבודה סוציאלית, פסיכולוגיה).
ניסיון משמעותי של לפחות 5 שנים בעבודה בתחום השיקום – חובה.
ניסיון משמעותי של לפחות 3 שנים בניהול והפעלת תוכניות חברתיות/בריאותיות – חובה.
היכרות עם גישות עדכניות בתחום הבריאות והשיקום, כגון International Classification of Functioning and Disability and Health (ICF).
היכרות עם טכנולוגיות וחדשנות בתחום השיקום – יתרון.
כישורי ניסוח והצגה גבוהים בכתב ובע""פ.
נכונות לעבודה דינמית, מרובת משימות ואחריות.
פרטים נוספים:
משרה מלאה היברדית דורשת הגעה של פעמיים בשבוע לפחות לירושלים
העסקה ע""י ג'וינט-ישראל
קורות חיים יש להגיש באמצעות הטופס עד לתאריך 15 ביוני, 2026, רק פניות מתאימות יענו.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.63.96E@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
מנהל / מנהלת תוכניות לפיתוח והובלה במסגרת אתגר התחדשות השירות הציבורי – ג'וינט אלכא,The Joint (ג'וינט),Jerusalem,2026-06-07,,https://www.thejoint.org.il/en/career/?juid=12.367,,onsite,"הובלת תכניות ותהליכים מערכתיים לחיזוק יכולות השירות הציבורי – משלב אבחון האתגר ועד יישום והטמעה בפועל בממשלה וברשויות.
במסגרת התפקיד:
הובלת תהליכי שינוי מערכתיים
פיתוח וגיבוש מודלים, תורות הפעלה וכלים לחיזוק יכולות ביצוע ויישום מדיניות
הובלת תהליכים בין-משרדיים ובין-מגזריים סביב אתגרי עומק
ליווי תכניות ויוזמות מורכבות מקצה לקצה – אבחון, עיצוב, יישום והטמעה
עבודה שוטפת עם דרגים בכירים בממשלה
הקמה והובלה של פורומים מקצועיים ובכירים
ניהול תהליכי חשיבה, צוותי ליווי ויועצים
תכנון ומעקב אחר יישום, כולל היבטים תקציביים ותפעוליים
ליווי כתיבת מסמכים תפישתיים ותהליכי מחקר ואיסוף דאטה",
מנהל / מנהלת פיתוח ידע ולמידה למיזם שנת השירות למבוגרים – ג’וינט אשל,The Joint (ג'וינט),ירושלים,2026-06-02,,https://www.thejoint.org.il/en/career/?juid=1B.B6F,,onsite,,":
לפחות 3 שנים בהובלת תהליכי פיתוח והטמעה – חובה
ניסיון בכתיבה מקצועית, פיתוח מודלים ותהליכי עבודה – חובה
ניסיון בהנחיית צוותים וליווי מקצועי – חובה
ניסיון בעבודה עם רשויות/ארגונים בשטח – יתרון
תואר ראשון במדעי החברה/התנהגות/תחום רלוונטי – חובה (תואר שני – יתרון)
תקשורת מצוינת, יכולת עבודה בצוות והנעת שותפים
יכולת עבודה עצמאית לצד עבודה בצוות
פרטים נוספים:
היקף משרה:
80%-100%
מודל עבודה:
היברידי (ירושלים / עבודה מהבית / עבודה בשטח)"
מיישם/ת SAP - MM,The Joint (ג'וינט),ירושלים,2026-05-19,,https://www.thejoint.org.il/en/career/?juid=50.653,,onsite,,":
שנתיים ניסיון בהטמעת מערכת SAP במודולים MM, WF, כולל ניסיון בכתיבת אפיונים טכניים, אפיונים פונקציונאליים, והטמעתם במערכת- חובה.
ניסיון במודולים משיקים FM CO PS GM – יתרון משמעותי
ניסיון בניתוח תהליכים עסקיים מורכבים וייעולם – חובה
יכולת לנהל שיחות באנגלית עם משתמשים ולקוחות בחו""ל- חובה
ניסיון בהטמעת מעבר מערכת ה-SAP מ-ECC ל-SAP S/4HANA - יתרון
תואר ראשון בתחום רלוונטי /קורס מיישמי SAP  - יתרון
התפקיד יתאים לך אם את/ה:
בעל חשיבה יסודית, דייקנות גבוהה וגישה מתודולוגית.
נהנה/ית מהשילוב בין שירות ותמיכה יומיומית למשתמשים לבין טיפול והובלה של תקלות, בדיקות ותהליכים מורכבים.
יודע/ת לרדת לפרטים, לתחקר ולהעמיק, ובמקביל לנהל משימות ותהליכים בצורה יעילה ואפקטיבית.
בעל/ת יכולת להבין ולנתח תהליכים עסקיים, ולחבר בין הצורך העסקי לפתרון המערכתי.
עובד/ת בנוחות מול ממשקים מרובים, יודע/ת לרכז גורמים שונים ולהוביל טיפול בנושאים עד סגירה ברורה ומלאה.
בעל/ת אוריינטציה שירותית גבוהה, תקשורת בין‑אישית מצוינת ויכולת עבודה נעימה ומכבדת מול משתמשים וגורמים מקצועיים.
פרטים נוספים:
משרה מלאה, חוזה זמני לטובת הפרויקט (דצמבר 2027), עם אופציה להארכה
מיקום
: משרדי הג'וינט בירושלים, עבודה במודל היברידי. (יומיים מהמשרד, שלושה ימים מהבית)
כפיפות
: ראש/ת צוות SAP.
תחילת עבודה
: מיידית.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.50.653@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
מוביל /מובילת פיילוט – הכוונה ותיאום מענים פרטניים לרווחה נפשית ברשויות מקומיות           המיזם הלאו,The Joint (ג'וינט),ירושלים,2026-06-08,,https://www.thejoint.org.il/en/career/?juid=0A.968,,onsite,,
חוקר/ת לצוות הבטחת איכות - החלפה לחופשת לידה,The Joint (ג'וינט),ירושלים,2026-05-18,,https://www.thejoint.org.il/en/career/?juid=07.A62,,onsite,":
התפקיד משלב בין מחקר יישומי למתן ייעוץ למקבלי החלטות בעיצוב מדיניות. הוא כולל ביצוע מחקרים בשיטות איכותניות וכמותיות, איסוף וניתוח נתונים, כתיבת דוחות ומסמכי מדיניות, והצגת ממצאי המחקרים בפורומים שונים. על בסיס התשתית המחקרית, התפקיד כולל גם ליווי תהליכים של פיתוח מדיניות, כלי פיקוח ומערכי מדידה לשיפור איכות השירותים.",":
תואר שני במדעי החברה
ניסיון ובקיאות בשיטות מחקר כמותיות ואיכותניות
יכולת ביטוי גבוהה בכתב ובעל פה
יכולת המשגה וחשיבה שיטתית
יחסי אנוש מעולים: יכולת עבודה בצוות ועם אנשים מארגונים שונים
שליטה טובה באנגלית
שליטה בתוכנה סטטיסטית אחת לפחות (SPSS, SAS, STATA, R)
הכרות וניסיון בעבודה עם כלי בינה מלאכותית
הכרות עם המערכת הציבורית בישראל
ידע והיכרות עם תחום הבטחת איכות ופיקוח על שירותים חברתיים – יתרון
פרטים נוספים:
היקף המשרה: משרה מלאה
משרה זמנית לשישה חודשים
מיקום: ירושלים, עם גמישות לשילוב עבודה מהבית
כמה מילים על סביבת העבודה במכון:
עבודת המחקר במכון מתבצעת בצוותים הטרוגניים ורב תחומיים המאפשרים למידה הדדית והפריה מקצועית. המכון מתאפיין בסביבת עבודה נעימה ותומכת, ומשקיע משאבים רבים לטובת הפיתוח המקצועי והאישי של העובדים, זאת מתוך תפיסה כי המשאב האנושי הוא המרכיב המרכזי בעבודת מחקר מעמיקה, מקצועית, המתאפיינת במצוינות.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.07.A62@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
חוקר.ת לצוות תעסוקה (החלפה לחל,The Joint (ג'וינט),ירושלים,2026-05-31,,https://www.thejoint.org.il/en/career/?juid=A4.861,,onsite,"ביצוע ניתוחים כמותיים ברמה גבוהה; עבודה בחדרי מחקר (של הלמ""ס ושל הביטוח הלאומי); כתיבת דוחות מחקר והצגת הממצאים לנציגי ממשלה; קיום קשרים עם לקוחות ועם בעלי עניין במשרדי ממשלה ובארגונים נוספים בזירה הציבורית והמחקרית.",
