id,title,company,city,url,date_posted,source,work_type,sector,level,employer_type,description,raw_text
420f038b2489,מנהל/ת עמותה,בית המדרש באור פניך,אלעזר,https://t.me/biltiformali/34588,2026-06-21,Biltiformali-Telegram,משרה מלאה,עמותות,ניהולי,Nonprofit/NGO,"דרוש/ה מנהל/ת עמותה לבית המדרש ""באור פניך"" באלעזר  ​🍀 התפקיד מיועד למי שמחפש/ת ניהול עם נשמה, שילוב בין יכולות תפעול גבוהות לחיבור לחזון. 🍀עבודה בכפיפות ישירה לראש בית המדרש.  🍀תחומי אחריות מרכזיים: ​ניהול שוטף, אופרטיבי ותקציבי של העמותה, מוסדותיה ופרויקטים שונים. ​תיאום של צוותי החינוך, המרצים והעובדים במקום. ​ניהול והפקת יוזמות החסד והרווחה של המרכז, תוך הפגנת גמישות ויכולת הקפצת פרויקטים קהילתיים במהירות ובהתאם לצרכים משתנים בשטח.  🍀​קשר עם גורמי חוץ, שותפים, רשויות, תורמים ומשרדי ממשלה. ​אחריות על פיתוח משאבים, גיוס כספים וכתיבת קולות קוראים. ​ניהול המערך הלוגיסטי, השיווקי והאדמיניסטרטיבי של המרכז.  🍀​דרישות התפקיד: ​הזדהות עמוקה עם רוח בית המדרש, עולם התורה, החסד והעבודה הפנימית. ​ניסיון קודם בניהול עמותות, ניהול פרויקטים או ניהול מערכות חינוכיות/קהילתיות – חובה. ​גמישות תפיסתית ותפעולית גבוהה, ויכולת מעבר מהירה משגרה לחירום או לעשייה קהילתית מואצת. ​יכולת הובלה, מנהיגות והנעת עובדים ומתנדבים בזמני שגרה ושיא. ​הבנה פיננסית, ניסיון בניהול תקציב, עבודה מול רואי חשבון ורשויות. ​כושר ביטוי מעולה בכתב ובעל-פה, יחסי אנוש מצוינים ויכולת עבודה בצוות. ​יוזמה, יצירתיות, ראש גדול ויכולת עבודה עצמאית בתנאי דינמיות וריבוי משימות. ​היכרות עם עולם גיוס המשאבים והגשת קולות קוראים – יתרון משמעותי.  🍀​היקף המשרה: משרה מלאה, עם נכונות לגמישות רבה בשעות העבודה בהתאם לצרכי הפעילות והשטח.  🍀מקום העבודה: יישוב אלעזר, גוש עציון.","דרוש/ה מנהל/ת עמותה לבית המדרש ""באור פניך"" באלעזר  ​🍀 התפקיד מיועד למי שמחפש/ת ניהול עם נשמה, שילוב בין יכולות תפעול גבוהות לחיבור לחזון. 🍀עבודה בכפיפות ישירה לראש בית המדרש.  🍀תחומי אחריות מרכזיים: ​ניהול שוטף, אופרטיבי ותקציבי של העמותה, מוסדותיה ופרויקטים שונים. ​תיאום של צוותי החינוך, המרצים והע"
1c5f648b91d1,סמנכ״ל/ית כספים והתקשרויות,קרן השקעות ופילנתרופיה ציונית,גוש עציון,https://t.me/biltiformali/34587,2026-06-21,Biltiformali-Telegram,משרה מלאה,עסקי,ניהולי,Nonprofit/NGO,"מעתיק לפה >>  לקרן השקעות ופילנטרופיה ציונית בצמיחה, דרוש סמנכ""ל/ית כספים והתקשרויות- אוהב דברים מורכבים, דיסקרטי, ציוני, איש התיישבות, חובב קפה והכי חשוב- בנאדם של ""שגר ושכח"".  כל השאר זה בונוס.   התכולה בהרחבה-  סמנכ""ל/ית כספים מוביל את המערך הפיננסי והתפעולי של הקבוצה. התפקיד כולל ניהול אסטרטגי של תקציבים בזרועות העשייה השונות, ליווי פרויקטים בנדל""ן ועסקאות שונות, ניהול יחידות הרווח והפסד, ניהול מערכי גבייה ופיקוח על התקשרויות חוזיות מול ספקים, שותפים, לווים וכו.  דרישות התפקיד:  * תואר ראשון בחשבונאות/כלכלה (רו""ח- יתרון משמעותי). תואר שני במנהל עסקים- יתרון.  * ניסיון של 5 שנים לפחות בתפקיד ניהול פיננסי (CFO או חשב/ת).  * הבנה במערכות הפיננסים בארהב- יתרון  * הבנה בליווי פיננסי של פרויקטים בנדל""ן (מימון, מיסוי, דוחות).  * ניסיון בניהול מערכי גבייה והתקשרויות חוזיות.  * יכולת עבודה בסביבה רב-תחומית (חברות עסקיות לצד עמותות).  * יחסי אנוש מעולים, ראייה מערכתית וכושר מו""מ גבוה.  * הבנה בעולם הפיננסי בארהב (ניהול LLC, מיסוי וכדו) - יתרון.  * אנגלית ברמה גבוהה.  מיקום: גוש עציון  יש לך את הכישורים הנל וברק בעיניים?   דבר איתי.  אלישיב קמחי - 054-200-7354","מעתיק לפה >>  לקרן השקעות ופילנטרופיה ציונית בצמיחה, דרוש סמנכ""ל/ית כספים והתקשרויות- אוהב דברים מורכבים, דיסקרטי, ציוני, איש התיישבות, חובב קפה והכי חשוב- בנאדם של ""שגר ושכח"".  כל השאר זה בונוס.   התכולה בהרחבה-  סמנכ""ל/ית כספים מוביל את המערך הפיננסי והתפעולי של הקבוצה. התפקיד כולל ניהול אסטרטגי ש"
c1c569537e45,משרות שונות,Correct Tech,טבריה,https://ttps://correct-tech.co.il/JI/727fde73-4720-41be-9f11-db9e673d5096,2026-06-21,Biltiformali-Telegram,,,,Nonprofit/NGO,Ellas@matav.org.il  📍טבריה  משרות נוספות בכל הארץ >> https://correct-tech.co.il/JI/727fde73-4720-41be-9f11-db9e673d5096,Ellas@matav.org.il  📍טבריה  משרות נוספות בכל הארץ >> https://correct-tech.co.il/JI/727fde73-4720-41be-9f11-db9e673d5096
b581c9b151ee,משרות שונות,Correct Tech,צפת,https://ttps://correct-tech.co.il/JI/727fde73-4720-41be-9f11-db9e673d5096,2026-06-21,Biltiformali-Telegram,,עסקי,,Nonprofit/NGO,"Ellas@matav.org.il  📍צפת *מענק הצטרפות של 10,000 ש""ח*   משרות נוספות בכל הארץ >> https://correct-tech.co.il/JI/727fde73-4720-41be-9f11-db9e673d5096","Ellas@matav.org.il  📍צפת *מענק הצטרפות של 10,000 ש""ח*   משרות נוספות בכל הארץ >> https://correct-tech.co.il/JI/727fde73-4720-41be-9f11-db9e673d5096"
c674be27a4db,סמנכ״ל.ית האסטרטגיה ומנהל.ת מעבדת גוטסמן לעתיד ישראל,תנועת אור,באר שבע,tals@or1.org.il,2026-06-21,Biltiformali-Telegram,משרה מלאה,עמותות,ניהולי,Nonprofit/NGO,"תנועת אור הפועלת ליישוב הנגב והגליל מחפשת את *סמנכ""ל.ית האסטרטגיה של התנועה ומנהל.ת מעבדת גוטסמן לעתיד ישראל,* התפקיד כולל הובלת האסטרטגיה הארגונית וחיבור בין חזון ארוך טווח ליישום אופרטיבי, הנעת תהליכים מורכבים, עיצוב מדיניות, בניית שותפויות וקואליציות, וניהול ידע ומשאבים לקידום מהלכים מערכתיים.  📍משרה מלאה ממשרדי הארגון בבאר שבע 📩 לפרטים נוספים והגשת מועמדות >>> tals@or1.org.il","תנועת אור הפועלת ליישוב הנגב והגליל מחפשת את *סמנכ""ל.ית האסטרטגיה של התנועה ומנהל.ת מעבדת גוטסמן לעתיד ישראל,* התפקיד כולל הובלת האסטרטגיה הארגונית וחיבור בין חזון ארוך טווח ליישום אופרטיבי, הנעת תהליכים מורכבים, עיצוב מדיניות, בניית שותפויות וקואליציות, וניהול ידע ומשאבים לקידום מהלכים מערכתיים.  📍"
1cd70e0cd38d,רכז.ת תוכניות אישיות,קבוצת שכולו טוב,שרון-צפון / נפת חדרה,avitals@s-tov.org.il,2026-06-21,Biltiformali-Telegram,משרה חלקית,רווחה,ביניים,Nonprofit/NGO,"הייי לכולם, אני עובדת סוציאלית בקבוצת שכולו טוב ומעידה שבאמת כיף ומפתח לעבוד איתנו! אנחנו מחפשים בימים אלו רכז.ת תוכניות אישיות במרחב שרון-צפון / נפת חדרה משרה של עד 75%, 3-4 ימי עבודה בשבוע. התפקיד כולל ליווי שיקומי פרטני, בניית תוכניות אישיות, הדרכת מלווים, עבודה עם משפחות וגורמי קהילה, והרבה אחריות על תהליכים שקורים ממש בחיים עצמם. זה יכול להתאים למי שמגיע.ה מעולמות טיפוליים/שיקומיים, אוהב.ת לעבוד עם אנשים, יודע.ת להחזיק תהליכים, ויש לו/לה רצון להיות חלק משירות מקצועי, מתפתח ומשמעותי. דרוש תואר אקדמי טיפולי/שיקומי. ניסיון בליווי פרטני ובניית תוכניות אישיות - יתרון משמעותי. להגשת מועמדות אפשר לשלוח קו״ח ל: avitals@s-tov.org.il","הייי לכולם, אני עובדת סוציאלית בקבוצת שכולו טוב ומעידה שבאמת כיף ומפתח לעבוד איתנו! אנחנו מחפשים בימים אלו רכז.ת תוכניות אישיות במרחב שרון-צפון / נפת חדרה משרה של עד 75%, 3-4 ימי עבודה בשבוע. התפקיד כולל ליווי שיקומי פרטני, בניית תוכניות אישיות, הדרכת מלווים, עבודה עם משפחות וגורמי קהילה, והרבה אחרי"
8122ce23c0c3,רכז/ת שיעורי תגבור,עמותת הלל,חיפה / תל אביב,karen@hillel.org.il,2026-06-21,Biltiformali-Telegram,משרה מלאה,עמותות,ביניים,Nonprofit/NGO,"רכז/ת שיעורי תגבור  לעמותת הלל - המסייעת ליוצאי החברה החרדית להשתלב בחברה הישראלית דרוש  רכז/ת שיעורי תגבור   מטרת התפקיד: הובלה וניהול של מערך הסיוע הלימודי ליוצאים בשאלה, הכולל שיעורי תגבור, ליווי וייעוץ לימודי לסטודנטים וללומדים להשלמת בגרויות, פסיכומטרי ולימודים אקדמיים. התפקיד משלב ניהול מערך מתנדבים גדול ומתן שירות איכותי, זמין ומקצועי ליוצאים בשאלה, מתוך מחויבות לשביעות רצונם ולתחושת המסוגלות האישית שלהם.  תחומי אחריות מרכזיים: ניהול שוטף של מערך שיעורי התגבור, כולל תיאום בין יוצאים ומורים בהתנדבות. הקפדה על זמני מענה קצרים ומתן שירות מקצועי, אדיב ורגיש לכל פונה. גיוס, מיון, הכשרה וליווי שוטף של מתנדבים ומורים בתחומי הליבה והלימודים האקדמיים. מעקב ובקרה אחר תהליכי ההתאמה, השיעורים והמשובים לשיפור מתמיד של השירות. ניהול תקשורת שוטפת עם קהילת יוצאי המגזר החרדי - שיווק השירות באמצעים דיגיטליים ופיזיים. הובלה ויישום של תכנית עבודה שנתית לתחום. דרישות התפקיד: תואר ראשון - חובה. ניסיון בניהול מתנדבים או ליווי מערכי חונכות/לימוד - חובה.  יחסי אנוש מעולים, גישה שירותית ויכולת עבודה עצמאית. יכולת ארגון, תיאום וניהול תהליכים בריבוי ממשקים. היכרות עם עולם הצעירים ועם מערכת ההשכלה הגבוהה - יתרון. שליטה טובה במערכות מידע (עדיפות לניסיון ב- Salesforce). העבודה ממשרדי העמותה - בחיפה/ תל אביב קו""ח למייל: karen@hillel.org.il","רכז/ת שיעורי תגבור  לעמותת הלל - המסייעת ליוצאי החברה החרדית להשתלב בחברה הישראלית דרוש  רכז/ת שיעורי תגבור   מטרת התפקיד: הובלה וניהול של מערך הסיוע הלימודי ליוצאים בשאלה, הכולל שיעורי תגבור, ליווי וייעוץ לימודי לסטודנטים וללומדים להשלמת בגרויות, פסיכומטרי ולימודים אקדמיים. התפקיד משלב ניהול מערך מ"
5527cb373479,מוביל/ה למכינת ירוחם,מכינת ירוחם,ירוחם,https://t.me/biltiformali/34579,2026-06-21,Biltiformali-Telegram,משרה מלאה,חינוך,ניהולי,Nonprofit/NGO,"🔹 דרוש/ה מוביל/ה למכינת ירוחם 🔹 מחפש/ת תפקיד עם משמעות, אחריות והובלת אנשים? מכינת ירוחם מגייסת מנהל/ת ומוביל/ה לשנת המכינה הקרובה! ✅ הובלת והדרכת צוות ✅ ליווי התהליך החינוכי של החניכים ✅ עבודה בסביבה צעירה, ערכית ומשפיעה ✅ תפקיד משמעותי עם אחריות ניהולית 📍 מגורים באיזור ירוחם 📅 תחילת עבודה במיידי לפרטים ושליחת קורות חיים: 📞 054-900-8955 📧 Mechinot-machar@jafi.org","🔹 דרוש/ה מוביל/ה למכינת ירוחם 🔹 מחפש/ת תפקיד עם משמעות, אחריות והובלת אנשים? מכינת ירוחם מגייסת מנהל/ת ומוביל/ה לשנת המכינה הקרובה! ✅ הובלת והדרכת צוות ✅ ליווי התהליך החינוכי של החניכים ✅ עבודה בסביבה צעירה, ערכית ומשפיעה ✅ תפקיד משמעותי עם אחריות ניהולית 📍 מגורים באיזור ירוחם 📅 תחילת עבודה במיידי ל"
7ba33aee470a,מנהל.ת שותפויות צפון/דרום,אחריי!,,https://mpaign.adamtotal.co.il?d=Rj8HUuBDAIYnBWfiLzLGTg%3d%3d,2026-06-21,Biltiformali-Telegram,משרה מלאה,עמותות,ביניים,Nonprofit/NGO,"לעמותת ""אחריי!"" דרוש.ה *מנהל.ת שותפויות צפון/דרום*  תפקיד שמשלב הובלת תהליכים, עבודה עם שותפים משמעותיים והשפעה על עשייה חינוכית-חברתית.  ✨ מה בתפקיד? 🔹 ניהול והובלת שותפויות מול רשויות וגורמים ציבוריים 🔹 שימור ופיתוח קשרים עם שותפים קיימים ויצירת שיתופי פעולה חדשים 🔹 ניהול תהליכים, חוזים, תזרים, גבייה ובקרה שוטפת 🔹 הובלת ממשקים פנים-ארגוניים וסנכרון משימות מול מגוון גורמים 🔹 ליווי אנשי צוות בעבודת השותפויות  🎯 מה אנחנו מחפשים? ✔️ תואר ראשון - חובה ✔️ ניסיון בניהול פרויקטים או תהליכים מורכבים ✔️ ניסיון בעבודה מול ממשקים מרובים ✔️ יכולת ניהול, סדר וארגון ברמה גבוהה ✔️ יחסי אנוש מצוינים ויכולת לרתום שותפים  📍 מיקום: היברידי 🕐 היקף: משרה מלאה 📅 תחילת עבודה: מיידית  📩 שלחו קו״ח והצטרפו לעשייה משמעותית! https://campaign.adamtotal.co.il?d=Rj8HUuBDAIYnBWfiLzLGTg%3d%3d","לעמותת ""אחריי!"" דרוש.ה *מנהל.ת שותפויות צפון/דרום*  תפקיד שמשלב הובלת תהליכים, עבודה עם שותפים משמעותיים והשפעה על עשייה חינוכית-חברתית.  ✨ מה בתפקיד? 🔹 ניהול והובלת שותפויות מול רשויות וגורמים ציבוריים 🔹 שימור ופיתוח קשרים עם שותפים קיימים ויצירת שיתופי פעולה חדשים 🔹 ניהול תהליכים, חוזים, תזרים, גב"
c1023c6ff098,בקר/ת תקציב וכספים,כיוונים - החברה לתרבות הפנאי באר שבע,באר שבע,"https://ttps://did.li/ORXgT
",2026-06-21,Biltiformali-Telegram,משרה מלאה,עסקי,,Nonprofit/NGO,"מחפשים את האתגר המקצועי הבא שלכם?   כיוונים - החברה לתרבות הפנאי באר שבע מגייסת למגוון תפקידים:   🔹 בקר/ת תקציב וכספים באגף הכספים- https://did.li/ORXgT   🔹 רכז/ת תנועות נוער, ארגוני נוער וש""ש - https://did.li/63pUY   🔹 מנהל/ת אדמיניסטרטיבי/ת מרפאת מדבריום - https://did.li/yGvDN   🔹 רכז/ת משפחות מילואים קבע ומלגות החלפה לחופשת לידה -  https://did.li/1jBmC  🔹 רכז/ת קהילה לעולים דוברי אנגלית מחלקת קליטה -https://did.li/UAMOf   🔹 מנהל/ת אגף כספים - https://did.li/73pUY   ועוד מגוון משרות נוספות בתחומים שונים.   אם אתם מחפשים הזדמנות להשתלב בארגון משמעותי ולהשפיע בתחומי התרבות, הפנאי והקהילה נשמח לקבל את קורות החיים שלכם.   לצפייה בכל המשרות ולהגשת מועמדות: https://did.li/neSx5   המשרה הבאה שלכם נמצאת ממש כאן 👇","מחפשים את האתגר המקצועי הבא שלכם?   כיוונים - החברה לתרבות הפנאי באר שבע מגייסת למגוון תפקידים:   🔹 בקר/ת תקציב וכספים באגף הכספים- https://did.li/ORXgT   🔹 רכז/ת תנועות נוער, ארגוני נוער וש""ש - https://did.li/63pUY   🔹 מנהל/ת אדמיניסטרטיבי/ת מרפאת מדבריום - https://did.li/yGvDN   🔹 רכז/ת משפחות מיל"
