title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
מתאם/ת מערכות מחשוב ורכז/ת פתרונות טכנולוגים (JB-1343),אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-07,https://www.tau.ac.il/JB-1343/position/2026,הפקולטה למדעי החיים,onsite,administrative,פנימי,"טיפול בנושאי המחשוב בפקולטה, כולל:
ניהול ותמיכה בפרוייקטים רוחביים בפקולטה לרבות פרוייקטי אבטחת מידע, תקשורת אלחוטית וקווית, תמיכה בבחינות ממוחשבות, הקמת מערכת סריקות למחברות בחינה הכוללת מחשוב וייעול תהליך בדיקת המבחנים עם מערכת TOMAX, ניהול ותמיכה במערך הגיבויים לאנליזות (NGS ) המתבצעים ביחידת הביואינפורמטיקה.
תמיכה במערכות מחשוב מתקדמות במעבדות המחקר והמרכזים השונים הקשורים לפקולטה.
ניהול ותפעול הרשאות משתמשים במערכות השונות (NetApp, NetIQ, ListServ , Tuca, Biorender).
ניהול ומתן תמיכה טכנית ותפעולית של מערכות המחשוב ביחידות הפקולטה.
אחזקה ותפעול שוטף של ציוד המחשבים (חומרה, תוכנה ורשתות), לרבות איתור תקלות ופתרונן.
סיוע בשדרוג אתר האינטרנט וידיעון הפקולטה.
מתן שירותי Help Desk לסגל הפקולטה.
תמיכה טכנית באירועים וטקסים.
קשר שוטף עם עם אגף מחשוב וטכנולוגיות מידע ועבודה מול ספקים חיצוניים.
ייעוץ לאנשי סגל ברכישת ציוד ושירותי מחשוב למעבדות מחקר.
ביצוע מטלות נוספות בהתאם לצורך.","תעודת בגרות מלאה - חובה. תואר אקדמי - רצוי.
הכשרה פורמלית בתחום המחשבים. תעודת  MCP/MCSE/MCITP - יתרון.
ניסיון בהפעלה ובתחזוקה של מחשבים (אישיים וניידים), ציוד היקפי ורשתות תקשורת.
ניסיון באיתור תקלות וטיפול בהן.
שליטה מלאה במערכות הפעלה Windows ובתוכנות Office ו- ZOOM ידע ב- Unix/Linux - יתרון.
הכירות עם מערכת Drupal - יתרון
נסיון בעבודה עם GPT's, Agents, או Vibe Coding - יתרון.
יכולת הדרכת משתמשי קצה.
יכולת למידה עצמית והתעדכנות מקצועית.
יכולת עבודה בסביבה מרובת ממשקים והתמודדות עם מצבים מורכבים
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יוזמה ואחריות.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות, בהתאם לצורך."
אחראי/ת מדיה (JB-1337),אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-04,https://www.tau.ac.il/JB-1337/position/2026,אגף קשרי חוץ ופיתוח משאבים,onsite,administrative,חיצוני,"תמיכה דיגיטלית בפעילות השיווקית והתדמיתית של האוניברסיטה, כולל :
הפקת צילומי וידאו ועריכה דיגיטלית של מגוון חומרים עבור אירועים, אתרי אינטרנט, מדיה חברתית ומצגות.
הפקת צילומי סטילס דיגיטלי.
סיוע בפיתוח וחיזוק המיתוג החזותי של האוניברסיטה, בדגש על פעילויות לגיוס כספים.
טיפול בבקשות האגף וכלל יחידות הקמפוס לצילום אירועים.
תיאום ופיקוח על עבודתם של צלמים חיצוניים בתחום צילומי וידאו וסטילס.
אחריות על הסטודיו לצילום, לרבות טיפול ואחזקת ציוד המדיה.
ניהול, עדכון והרחבת השימוש בארכיון התמונות הדיגיטלי.
ביצוע מטלות נוספות בהתאם לצורך.","תואר אקדמי - רצוי. תעודת בגרות מלאה - חובה.
ניסיון מוכח בהפקת צילומי וידיאו וסטילס, כולל עבודה עם תוכנות לעריכה ולעיבוד תמונות.
הכשרה פורמלית בתחום הצילום, המדיה או תחום רלוונטי דומה - יתרון.
יכולת הפקה ויצירת תכני מולטימדיה במגוון פורמטים.
היכרות עם עולמות התוכן והצרכים החזותיים של המדיה החברתית - יתרון.
ידיעת השפה העברית על בוריה וידיעת אנגלית ברמה גבוהה.
כושר תכנון, תיאום וארגון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות, עומס ועמידה בלוחות זמנים.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות, בהתאם לצורך."
"רכז/ת בכיר/ה לרכש חו""ל- מדור רכש יבוא (JB-1244)",אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-02,https://www.tau.ac.il/JB-1244/position/2025,אגף הכספים כלכלה ותקציבים,onsite,administrative,חיצוני,"ביצוע רכש חו""ל של טובין ושירותים בהתאם לצרכי האוניברסיטה, כולל:
טיפול שוטף במשלוחי ייבוא אוויריים וימיים לישראל.
פתיחת הזמנות במערכת ERP, כולל הזמנת טובין מאתרי אינטרנט ומעקב אחר ההזמנות.
הזמנת ציוד וחומרים למעבדות.
קיום קשר עם ספקים, לרבות ניהול מו""מ בהתאם לצורך, וקשר עם משלחים ועם עמילי המכס.
טיפול בחוזי התקשרות עם ספקים.
בדיקת חיובים וביצוע תשלומי מט""ח לחו""ל.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי. רצוי באחד מתחומים אלה: לוגיסטיקה או מדעי החיים.
תעודת פקיד רישוי מכס - יתרון.
ניסיון של 4 שנים לפחות בתפקיד רלוונטי, הכולל עבודה מול חברות לעמילות מכס, חברות שילוח בינלאומי ובלדרות.
ידע בחוקי הייבוא והייצוא (צווים, תקנות ונהלים).
ידע מוכח במכלול נושאי מט""ח ובשיטות תשלום בסחר בינלאומי, לרבות  פתיחת מכתבי אשראי בנקאיים לייבוא סחורות.
ידע בסחר אלקטרוני.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE .
הכרת הנהלים והתקנונים האוניברסטאיים ושליטה ב-ERP- יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה מאד, כולל יכולת הבעה ותכתובת בשפות אלו.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
יכולת ניהול משא ומתן.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
אחראי/ת טכני/ת מעבדות הוראה לביו-אלקטרוניקה (JB-1254),אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-02,https://www.tau.ac.il/position/JB-1254/2025,הפקולטה להנדסה,onsite,administrative,חיצוני,"אחריות כוללת על תפעול ותחזוקת המעבדות, כולל הפעלת מכשירי מדידה אלקטרוניים לניטור וניתוח ממוחשב של מדדים פיזיולוגיים.
תמיכה שוטפת במכשור ובתוכנות ההפעלה במעבדות ההוראה, כולל טיפול בתקלות בזמן אמת, בדיקה והגדרה של ציוד נדרש, ורכש של ציוד חדש ומתכלה.
פיתוח והטמעת מערכי ניסוי חדשים, תכנון מערכים קיימים ושדרוגם לפי הצורך, כולל אפיון דרישות חומרה ותוכנה.
הדרכת סטודנטים בביצוע ניסויים והכשרתם לעבודה עם ציוד המעבדה, סיוע בפעילויות Hands-On במסגרת הקורסים.
הגדרת נהלי בטיחות והטמעתם בקרב מדריכים וסטודנטים.
ליווי,מעקב ותמיכה בפרויקטים בשיתוף התעשייה, חוקרים באוניברסיטה ובתי חולים.
ביצוע מטלות נוספות עפ""י הצורך.","תואר ראשון בהנדסה או במדעים מדויקים.
ניסיון בתפעול מעבדות הוראה ו/או בהדרכת פרויקטים - יתרון.
היכרות מעמיקה עם ציוד מדידה אלקטרוני, ובפרט חיישנים למדדים פיזיולוגיים.
ניסיון בעבודה עם לוחות פיתוח ובקרים (Arduino, ESP32, Raspberry Pi Pico) כולל תוכנה.
שליטה בסביבת פיתוח LabView ובממשקי תוכנה נוספים לחיבור חומרה.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה גבוהה.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת הדרכה.
חשיבה יצירתית, יוזמה, יכולת ארגון, סדר ודיוק.
יכולת התמודדות עם ריבוי משימות ועומס.
תודעת שירות גבוהה ויחסי אנוש מעולים
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
"מתאם/ת מחשוב ורכז/ת מולטימדיה ואתרים- ביה""ס לעבודה סוציאלית/הפקולטה למדעי החברה (JB-1260)",אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-02,https://www.tau.ac.il/JB-1260/2025/position,בית הספר לעבודה סוציאלית,onsite,administrative,חיצוני,"אחריות כוללת לתפעול ותחזוקה שוטפת של מערכות המולטימדיה בביה""ס (מקרנים, מערכות שמע, מיקרופונים, מגברים ומיקסרים וכו'), לרבות עבודה עם ציוד מולטימדיה ומערכות שליטה מורכבות ותכנותן.
אחריות לפיתוח, עדכון, הפעלה ותחזוקה של אתר האינטרנט של ביה""ס, לרבות בניית טפסים והטמעתם באתר. איסוף ועיבוד ראשוני של הנתונים שנאספו מהטפסים.
צילום והקלטת אירועי ביה""ס .
בניית דפי WIX לסגל ביה""ס.
סיוע בעריכה ועדכון ידיעון ביה""ס.
סיוע, הדרכה ותמיכה במשתמשים בתפעול ציוד המולטימדיה.
תמיכה בנושאי מחשוב ומולטימדיה בכנסים ושיעורים.
קשר עם מגוון גורמים באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי/טכנאי/הנדסאי בתחום רלוונטי- רצוי. תעודת בגרות מלאה- חובה.
הכשרה פורמלית בתחום המחשבים.
ידע וניסיון בהפעלה ובתחזוקה של ציוד מחשבים ומולטימדיה.
ידע וניסיון בהקמת אתרי אינטרנט ובניהולם.
יכולת ניהול פרסומים ברשתות חברתיות. הכרת מערכת DROUPAL.
היכרות מעמיקה בנושא  HTML ,CSS- יתרון.
ידע בעריכת תמונות וסרטי וידאו - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאד.
שליטה מלאה במערכת הפעלה  WINDOWSובתוכנות OFFICE ויישומיהן.
יכולת למידה והתעדכנות מקצועית ויכולת עבודה עם מגוון רחב של צרכים טכנולוגיים.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
מנהל/ת מדור עיצוב וגרפיקה (JB-1341),אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-01,https://www.tau.ac.il/JB-1341/position/2026,האגף לתכנון אסטרטגי ולשיווק,onsite,administrative,פנימי,"ניהול מקצועי ותפעולי של מדור העיצוב והגרפיקה באגף השיווק.
ניהול צוות העובדים במדור, לרבות עבודה מול ספקים ונותני שירות חיצוניים.
עיצוב והפקת חומרי שיווק, פרסום ותדמית עבור יחידות האוניברסיטה, לרבות עיצוב חומרים לכנסים, עלונים, חוברות, מצגות, שילוט, קמפיינים וחומרים דיגיטליים.
הטמעת השפה החזותית והמיתוגית של האוניברסיטה בכלל חומרי הפרסום והשיווק.
עמידה בלוחות זמנים ובקרת איכות מקצועית של התוצרים.
ביצוע מטלות נוספות בהתאם לצורך וע""פ הנחיית הממונים.","תואר אקדמי מוכר בעיצוב גרפי, תקשורת חזותית או תחום רלוונטי אחר.
ניסיון מקצועי של 5 שנים לפחות בתחום העיצוב הגרפי והפקת חומרים לדיגיטל ולדפוס.
ניסיון בעבודה מול ספקים ונותני שירות חיצוניים.
שליטה מלאה בתוכנות Adobe Creative Suite ובפרט InDesign Photoshop, Illustrator ובתוכנת Canva.
ניסיון בניהול צוות עובדים/ות, סטודיו לעיצוב או הובלת פרויקטים בתחום - יתרון.
שליטה וניסיון בשימוש כלי AI בתחום העיצוב.
יכולת עבודה בסביבת מרובת ממשקים והתמודדות עם מצבים מורכבים.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
יוזמה, עצמאות, ראייה מערכתית ויכולת להנעת תהליכים.
כושר תיאום, תכנון וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים יכולת מתן מענה לצרכים של אוכלוסיות מגוונות.
הערה: נדרשת נוכנות לביצוע שעות נוספות בהתאם לצורך."
"רכז/ת הדרכה ומינהל, מדור ייעוץ ארגוני, הדרכה ורווחה (JB-1233)",אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-01,https://www.tau.ac.il/JB-1233/position/2025,אגף משאבי אנוש,onsite,administrative,חיצוני,"הובלה וריכוז של פרויקטים בתחום ההדרכה והלמידה לעובדות ולעובדים.
תמיכה תפעולית שוטפת בהתנהלות תכנית ההדרכה.
עיצוב ופיתוח תוצרי למידה.
תפעול שוטף של כל פלטפורמות הלמידה - אתר המדור, MOODLE, כיתת הדרכה, יוטיוב ועוד.
מתן מענה שוטף לפניות עובדי ועובדות האוניברסיטה, בנושאי הדרכה ולמידה.
טיפול בנושאי תקציב ורכש (באמצעות מערכת ה-ERP), בקרה תקציבית והכנת דו""חות מעקב.
קשר עם ספקים חיצוניים ואיתור ספקים חדשים, קבלת הצעות מחיר וטיפול בהזמנות רכש.
למידה ואיתור של פתרונות טכנולוגיים הדרכתיים בהתאם לצרכים משתנים.
סיוע למנהלת המדור ולצוות וביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי.
ניסיון בתחום פיתוח הדרכה. תישקל מועמדותם של מועמדים בעלי השכלה/ הסמכה בתחומי פיתוח הדרכה ולמידה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי- יתרון.
אוריינות מחשב ברמה גבוהה, ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL ו-PowerPoint  , ותוכנת Canva.
יכולת לימוד של מערכות חדשות, פתיחות לחידושים והתעדכנות מקצועית.
ניסיון בעבודה עם ספקים ורכש- יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
יכולת התמודדות עם עומס וריבוי משימות.
תודעת שירות גבוהה ויחסי אנוש מעולים, יכולת מתן שירות ומענה לצרכים של אוכלוסיות מגוונות.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"רכז/ת תלמידים לתארים מתקדמים החוג לסוציולוגיה ואנתרופולוגיה ביה""ס ללימודי חברה ומדיניות (JB-1318)",אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-01,https://www.tau.ac.il/position/jb-1318/2026,הפקולטה למדעי החברה,onsite,administrative,חיצוני,"טיפול בענייני תלמידים לתארים מתקדמים בחוג לסוציולוגיה ואנתרופולוגיה, כולל:
מתן מענה שוטף לפניות מועמדים, הכנת תיקי מועמדים לדיון בוועדות הקבלה, זימון לריאיונות וטיפול בקבלתם.
טיפול בתלמידים ובסגל החוג, קבלת קהל, מתן ייעוץ והכוונה.
רישום לקורסים, דיווח ציונים והזנת נתונים. בדיקה ומעקב אחר מילוי חובות אקדמיים, דרישות קדם וסגירת התואר.
סיוע בבניית תכניות הלימודים ומערכת השעות, בהכנת הידיעון, תיאום לוח הבחינות, ארגון החומר הלימודי לרבות סילבוסים.
טיפול במקרים חריגים, ריכוז בקשות לוועדת הוראה, מעקב ויישום אחר החלטות הוועדה.
סיוע בארגון כנסים, ימי עיון וסמינרים מחלקתיים.
קיום קשר שוטף עם מגוון גורמים בפקולטה ובאוניברסיטה.
ביצוע מטלות נוספות בהתאם להנחיות האחראית המנהלית של החוג.","תואר אקדמי-רצוי. תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה, לרבות יכולת ניסוח, הבעה ותכתובת בשפות אלה.
ניסיון בעבודה עם מערכות ממוחשבות, ושליטה בתוכנות OFFICE, לרבות EXCEL.
ידע בתוכנות גלבוע וממת""א-יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"רכז/ת התוכנית לפיתוח בר קיימה ביה""ס לחברה ומדיניות (JB-1293)",אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-01,https://www.tau.ac.il/position/jb-1293/2026,בית הספר ללימודי חברה ומדיניות,onsite,administrative,חיצוני,"ריכוז הפעילות האדמיניסטרטיבית של התוכנית לפיתוח בר קיימה (הנלמדת בשפה האנגלית), כולל:
אחריות לגיוס תלמידים לתוכנית מהארץ ומחו""ל.
מתן מענה למתעניינים בתוכנית וטיפול במועמדים משלב ההרשמה ועד לקליטתם בתוכנית.
טיפול שוטף בתלמידי התוכנית במהלך לימודיהם ועד לסיום התואר.
טיפול בנושאי הוראה והסגל האקדמי בתוכנית, לרבות תכנון תכנית הלימודים, טיפול במלגות, ארגון כנסים וסיורים וכיוב'.
אחריות לעדכון אתר האינטרנט של התוכנית.
קשר עם מגוון גורמים באוניברסיטה ובחו""ל, לרבות קיום תכתובת שוטפת עמם.
ביצוע מטלות נוספות לפי הנחיות הממונה.","תואר אקדמי-רצוי, תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה גבוהה, לרבות יכולת ניסוח הבעה ותכתובת בשפות אלו.
ניסיון בעבודה עם עולים חדשים ומול גורמים בינלאומיים - יתרון.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP -יתרון.
יכולת עבודה עצמאית והשתלבות בעבודת צוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים, יכולת מתן מענה לצרכים של אוכלוסיות מגוונות, סגל וסטודנטים מהארץ ומחו""ל.
הערות :  נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך.
כפיפות : מנהלת המערך המינהלי של ביה""ס."
עובד/ת תחזוקה (JB-1278),אוניברסיטת תל אביב,תל אביב,2026-05-27,2026-06-01,https://www.tau.ac.il/position/jb-1278/2026,הפקולטה להנדסה,onsite,administrative,חיצוני,"ביצוע עבודות תחזוקה ותפעול שוטף בבנייני הפקולטה, כולל:
איתור תקלות ותיקונן.
טיפול במפגעים ובעיות בתחום הבטיחות.
ארגון כיתות הלימוד והציוד הנדרש.
סיוע בפיקוח על ניקיון הבניינים.
חלוקת ציוד, כולל פינוי, סחיבה ושינוע של ציוד כבד משקל.
ביצוע שליחויות בקמפוס.
סיוע בארגון טקסים ואירועים בפקולטה.
מתן שירות לסגל האקדמי והמנהלי ולציבור הסטודנטים.
דיווח על תקלות באמצעות המערכת הממוחשבת.
ביצוע עבודות תחזוקה בבניין
ביצוע מטלות נוספות בהתאם להנחיית הממונים וככל שיידרש.","השכלה תיכונית/מקצועית מלאה, לפחות.
ידע טכני וניסיון בעבודה בתחום האחזקה.
יכולת איתור תקלות וביצוע תיקונים קלים.
כושר גופני טוב.
רישיון נהיגה.
ידע בסיסי בעבודה עם מערכות ממוחשבות.
ידע ויכולת תפעול מכשירים ומערכות מולטימדיה.
ידיעה טובה של השפה העברית ויכולת תקשורת בסיסית בשפה האנגלית.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת עבודה בעומס משימות ובלחץ.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה:  התפקיד כרוך בעבודה במשמרות.
ביצוע תורנויות בימי שישי, ערבי חג וחול המועד, בהתאם לצורך."
