id,title,company,city,url,date_posted,source,work_type,sector,level,employer_type,description,raw_text
8e63680809fb,רכז/ת שטח אזורי/ת,ארגון מוביל בתחום הרווחה,פתח תקווה,adil@gaghose.net,2026-06-04,Biltiformali-Telegram,משרה מלאה,רווחה,ביניים,Nonprofit/NGO,"לארגון מוביל בתחום הרווחה דרוש/ה רכז/ת שטח אזורי/ת לסניף פ״ת  תפקיד משמעותי, מגוון ומאתגר המאפשר השפעה על חייהם של אנשים ועבודה מול מגוון גורמים מקצועיים.  התפקיד כולל: * ליווי, תיאום וריכוז הטיפול באדם תוך ראייה מערכתית ומקצועית. * ייצוג בפורומים מקצועיים ובוועדות לצורך בניית תוכניות טיפול ושיקום. * קשר שוטף עם גורמי רווחה, בריאות, דיור וקהילה. * השתתפות בדיונים בבתי משפט בהתאם לצורך. * עבודה עצמאית בשטח.  מה אנחנו מציעים? ✔ שכר מעל צו ההרחבה. ✔ רכב חברה. ✔ סביבת עבודה מקצועית. ✔ היכרות עם מגוון רחב של גורמים מקצועיים בקהילה ובמערכות השירות.  דרישות התפקיד: * תואר ראשון בעבודה סוציאלית, פסיכולוגיה, קרימינולוגיה, מדעי ההתנהגות, סוציולוגיה או תחום רלוונטי במדעי החברה. * ניסיון בעבודה עם אוכלוסיות מיוחדות – יתרון. * יכולת עבודה עצמאית ובצוות. * כושר ביטוי גבוה בכתב ובעל פה. * רישיון נהיגה – חובה.  📩 קורות חיים: adil@gaghose.net  המשרה מיועדת לנשים וגברים כאחד.","לארגון מוביל בתחום הרווחה דרוש/ה רכז/ת שטח אזורי/ת לסניף פ״ת  תפקיד משמעותי, מגוון ומאתגר המאפשר השפעה על חייהם של אנשים ועבודה מול מגוון גורמים מקצועיים.  התפקיד כולל: * ליווי, תיאום וריכוז הטיפול באדם תוך ראייה מערכתית ומקצועית. * ייצוג בפורומים מקצועיים ובוועדות לצורך בניית תוכניות טיפול ושיקום. "
be620d482752,מנהל״ת תחום טכנולוגיה - אחרייטק,עמותת אחריי,,https://campaign.adamtotal.co.il?d=Zid9BfiNh5Q8iwbacdsAYA%3d%3d,2026-06-03,Biltiformali-Telegram,משרה מלאה,עמותות,ניהולי,Nonprofit/NGO,"היי חברים מחפשת את האחד.ת  נשמח לקבל להנהלת התחום הטכנולוגי של עמותת אחריי - מוביל.ת תוכנית אחרייטק. מדובר במשימה מרתקת, מאתגרת מאוד, עם צוות אדיר שמתכנן לפרוץ דרך משמעותית בשנת הפעילות הקרובה. באובייקטיביות כמובן תפקיד מעולה בארגון הכי חזק במגזר השלישי.  להובלת פרויקט חברתי - טכנולוגי ארצי פורץ דרך בשיתוף עמותת בוגרי 8200 תפקיד המשלב ניהול צוותים, הובלה חינוכית ועבודה עם שותפים מובילים.  מה בתפקיד?  הובלת פרויקט ""אחרייטק"" בפריסה ארצית  ניהול צוות רכזים.ות ומדריכים.ות  הובלת תהליכים חינוכיים ואירועי שיא  עבודה מול שותפים, רשויות ועמותת בוגרי 8200  ניהול תוכניות עבודה ותקציב  מה אנחנו מחפשים?  ניסיון ניהולי משמעותי - חובה  ניסיון בניהול תקציב ועבודה עם ממשקים מרובים  זיקה לעולמות החינוך והעשייה החברתית  יחסי אנוש מעולים ויכולת הובלת תהליכים, שותפויות מורכבות  ניסיון עם פילנתרופיה וגיוס כספים - יתרון  מיקום: היברידי + ארצי  היקף: משרה מלאה + רכב  תחילת עבודה מיידית  שלחו קו״ח והצטרפו לעשייה משמעותית! https://campaign.adamtotal.co.il?d=Zid9BfiNh5Q8iwbacdsAYA%3d%3d","היי חברים מחפשת את האחד.ת  נשמח לקבל להנהלת התחום הטכנולוגי של עמותת אחריי - מוביל.ת תוכנית אחרייטק. מדובר במשימה מרתקת, מאתגרת מאוד, עם צוות אדיר שמתכנן לפרוץ דרך משמעותית בשנת הפעילות הקרובה. באובייקטיביות כמובן תפקיד מעולה בארגון הכי חזק במגזר השלישי.  להובלת פרויקט חברתי - טכנולוגי ארצי פורץ דרך"
6e684ea963b0,מנהל/ת למגוון בתי נוער קדימה,קדימה,,mailto:cv@kadimanoar.org,2026-06-03,Biltiformali-Telegram,משרה מלאה,חינוך,ניהולי,Nonprofit/NGO,"מגייסים מנהל.ת למגוון בתי נוער קדימה בפריסה ארצית מחפש.ת משרה משמעותית בחינוך? מקומך איתנו!   שלח.י קו""ח למייל cv@kadimanoar.org","מגייסים מנהל.ת למגוון בתי נוער קדימה בפריסה ארצית מחפש.ת משרה משמעותית בחינוך? מקומך איתנו!   שלח.י קו""ח למייל cv@kadimanoar.org"
b395b15aeadb,מנהל/ת לתוכנית החשיפה וההכוון למקצועות הטק,טק קריירה,לוד,https://wkf.ms/4vk1TcW?src=team,2026-06-03,Biltiformali-Telegram,משרה מלאה,עסקי,ניהולי,Nonprofit/NGO,"טק קריירה מחפשת את מי שיוביל את השער להייטק  אנחנו מגייסים מנהל/ת לתוכנית החשיפה וההכוון למקצועות הטק! * מחפשים מנהל/ת לתפקיד משמעותי של *הקמת אופרציה משמעותית מאפס* , * גיוס, הכשרה וליווי צוות גדול של רכזות לימודים,. * שותפויות עם האקדמיה, גופי הכשרה ומה""ט, עם חברות הייטק, גופים מקבילים שדה ורשויות מקומיות. * ליווי הקמה ותחזוקה של אפליקציה יעודית.  משרה מלאה היברידי: לוד + שטח היכרות עם צעירים יוצאי אתיופיה- יתרון משמעותי ניסיון בניהול תוכניות ארציות בהקשר של הכוון לימודים ותעסוקה ניסיון בהקמת תוכניות מאפס - יתרון!  קישור להגשת מועמדות: https://wkf.ms/4vk1TcW?src=team","טק קריירה מחפשת את מי שיוביל את השער להייטק  אנחנו מגייסים מנהל/ת לתוכנית החשיפה וההכוון למקצועות הטק! * מחפשים מנהל/ת לתפקיד משמעותי של *הקמת אופרציה משמעותית מאפס* , * גיוס, הכשרה וליווי צוות גדול של רכזות לימודים,. * שותפויות עם האקדמיה, גופי הכשרה ומה""ט, עם חברות הייטק, גופים מקבילים שדה ורשויות"
05912ab9c53c,מנהל/ת פנימייה למסגרות הרווחה,כפר הנוער בן שמן,,mailto:shirel.b@ben-shemen.org.il,2026-06-03,Biltiformali-Telegram,משרה מלאה,רווחה,ניהולי,Nonprofit/NGO,"מנהל\ת פנימייה למסגרות הרווחה בכפר הנוער בן שמן.  קו""ח למייל: shirel.b@ben-shemen.org.il","מנהל\ת פנימייה למסגרות הרווחה בכפר הנוער בן שמן.  קו""ח למייל: shirel.b@ben-shemen.org.il"
031c91b72d23,"פסיכולוגים/ות - התפתחותי, חינוכי וקליני",עיריית הרצליה - שירות פסיכולוגי חינוכי-התפתחותי,הרצליה,https:////www.herzliya.muni.il/enosh/,2026-06-03,Biltiformali-Telegram,משרה מלאה,ממשלתי,בכיר,Nonprofit/NGO,"השפ""ח בעיריית הרצליה מחפשת אותך! 💼🧠 שירות פסיכולוגי חינוכי-התפתחותי איכותי, מוביל ועוטף מזמין אתכם/ן להצטרף לנבחרת שלנו. נפתחו מכרזים למגוון תפקידים: 👶 פסיכולוגיה התפתחותית: • מכרז 121/2026: פסיכולוגים/ות התפתחותיים/ות • מכרז 122/2026: פסיכולוגים/ות התפתחותיים/ות מומחים/ות • מכרז 123/2026: פסיכולוגים/ות התפתחותיים/ות - מומחה/ית מדריך/ה 🏫 פסיכולוגיה חינוכית: • מכרז 124/2026: פסיכולוגים/ות חינוכיים/ות • מכרז 125/2026: פסיכולוגים/ות חינוכיים/ות מומחים/ות • מכרז 126/2026: פסיכולוגים/ות חינוכיים/ות - מומחה/ית מדריך/ה 🏥 פסיכולוגיה קלינית: • מכרז 127/2026: פסיכולוגים/ות קליניים/ות • מכרז 128/2026: פסיכולוגים/ות קליניים/ות מומחים/ות • מכרז 129/2026: פסיכולוגים/ות קליניים/ות - מומחה/ית מדריך/ה 💬 רוצים/ות להשפיע ולצמוח איתנו?  היכנסו עכשיו לאתר עיריית הרצליה והגישו מועמדות! https://www.herzliya.muni.il/enosh/","השפ""ח בעיריית הרצליה מחפשת אותך! 💼🧠 שירות פסיכולוגי חינוכי-התפתחותי איכותי, מוביל ועוטף מזמין אתכם/ן להצטרף לנבחרת שלנו. נפתחו מכרזים למגוון תפקידים: 👶 פסיכולוגיה התפתחותית: • מכרז 121/2026: פסיכולוגים/ות התפתחותיים/ות • מכרז 122/2026: פסיכולוגים/ות התפתחותיים/ות מומחים/ות • מכרז 123/2026: פסיכולוגי"
71a154d13317,מנהל/ת למרכז הקהילתי הגאה,עיריית כפר סבא,כפר סבא,tomerh@ksaba.co.il,2026-06-03,Biltiformali-Telegram,משרה מלאה,ממשלתי,ניהולי,Nonprofit/NGO,"לעיריית כפר סבא דרוש/ה מנהל/ת למרכז הקהילתי הגאה 100% היקף משרה  תיאור התפקיד: טיפול במכלול הנושאים הקשורים לקהילה הגאה בעיר אחריות על בטיחות ותחזוקה שוטפת במבנה הבית הגאה ביצוע איתור צרכים כבסיס לתכנון הפעילות השנתית והרב שנתית ייזום ותכנון תוכניות, פעילויות שוטפות ואירועים מיוחדים לתושבים בהתאם לצרכים שאותרו, וביצועם. הכנת תוכנית עבודה ותכנון תקציבי שנתי להפעלת הבית, מעקב אחר ביצוע והערכה מול התכנון. בניית תשתית עבודה עם מתנדבים, מלגאים וגורמים התנדבותיים הפעילים בבית. העמקת הקשר של הבית עם ארגונים גאים שונים בעיר ומחוצה לה. עבודה עם המשרד לשוויון חברתי. שותפות בצוותי היגוי קהילתיים רלוונטיים ועבודה עם הפורום הגאה. שותפות בפרויקטים רוחביים המשלבים קהילות מגוונות כגון אנשים עם מוגבלות, תושבים חדשים בעיר, הורים וכדומה. כל משימה נוספת בתחום הרחב של העיסוק שתידרש ע""י מנהלת המחלקה. דרישות התפקיד: השכלה: תואר ראשון אקדמי שנרכש במוסד המוכר ע""י המועצה להשכלה גבוהה או שקיבל הכרה מהמחלקה להערכת תארים אקדמיים בחו""ל/ תעודת הנדסאי או טכנאי (תתוסף שנת ניסיון על הניסיון הנדרש לבעלי תעודות אילו)- חובה המועמד/ת שיבחר יחויב לסיים בהצלחה תוך 12 חודשים מיום תחילת עבודתו קורס הכוון למנהלי מרכזים קהילתיים, קורס למינהל ועבודה קהילתית. ניסיון מקצועי: 3 שנות ניסיון באחד או יותר מהתחומים הבאים: הדרכה, ניהול, ארגון והפעלת פרויקטים במסגרות החינוך הבלתי פורמלי, הנחיית צוות, תכנון וניהול תקציב דרישות נוספות : יכולת ונכונות לעבודה בשעות בלתי שגרתיות (כשלוש פעמים בשבוע בשעות אחה""צ והערב) רישום פלילי: אישור העסקה משטרת ישראל כי אין מניעה להעסקת בגיר לעבודה במוסד חינוכי  שליחת קו""ח לדוא""ל: tomerh@ksaba.co.i","לעיריית כפר סבא דרוש/ה מנהל/ת למרכז הקהילתי הגאה 100% היקף משרה  תיאור התפקיד: טיפול במכלול הנושאים הקשורים לקהילה הגאה בעיר אחריות על בטיחות ותחזוקה שוטפת במבנה הבית הגאה ביצוע איתור צרכים כבסיס לתכנון הפעילות השנתית והרב שנתית ייזום ותכנון תוכניות, פעילויות שוטפות ואירועים מיוחדים לתושבים בהתאם לצ"
0baf6e550cb3,עובד.ת חינוך-טיפול,מועצה אזורית חוף הכרמל,חוף הכרמל,mailto:Drushim@hcarmel.org.il,2026-06-03,Biltiformali-Telegram,משרה מלאה,רווחה,ביניים,Nonprofit/NGO,"דרוש.ה עובד.ת חינוך-טיפול ליחידה לקידום נוער במועצה האזורית חוף הכרמל משרה מלאה מה כולל התפקיד? איתור, ליווי ויצירת קשר משמעותי עם בני ובנות נוער בסיכון ובמצבי ניתוק. בניית תוכניות התערבות אישיות וקידום מטרות חינוכיות, טיפוליות והשכלתיות. ליווי פרטני, הנחיה והדרכה של קבוצות נוער. הובלת פעילויות, תוכניות ופרויקטים חינוכיים ביישוב ומחוצה לו. עבודה בשיתוף עם בתי ספר, תוכנית היל""ה, משפחות וגורמי מקצוע בקהילה. סיוע בשילוב בני ובנות נוער במסגרות חינוכיות, חברתיות וקהילתיות.  דרישות התפקיד: תואר אקדמי בתחומי החינוך, העבודה הסוציאלית, הפסיכולוגיה, מדעי ההתנהגות, הקרימינולוגיה או תחום רלוונטי. ניסיון של שנה לפחות בעבודה עם בני ובנות נוער בסיכון. יכולת ליצור קשר משמעותי ולהוביל תהליכים חינוכיים וטיפוליים. נכונות לעבודה בשעות ובסביבות בלתי שגרתיות.  📩 להגשת מועמדות: Drushim@hcarmel.org.il נא לכתוב בכותרת המייל ""עובד.ת חינוך טיפול""","דרוש.ה עובד.ת חינוך-טיפול ליחידה לקידום נוער במועצה האזורית חוף הכרמל משרה מלאה מה כולל התפקיד? איתור, ליווי ויצירת קשר משמעותי עם בני ובנות נוער בסיכון ובמצבי ניתוק. בניית תוכניות התערבות אישיות וקידום מטרות חינוכיות, טיפוליות והשכלתיות. ליווי פרטני, הנחיה והדרכה של קבוצות נוער. הובלת פעילויות, תוכ"
d733e922ee67,,,,https://minisite.niloos.ai/vacancy/6a1fdf80615c3b1719795008,2026-06-03,Biltiformali-Telegram,,,,Nonprofit/NGO,ניתן להגיש מועמדות בקישור: https://minisite.niloos.ai/vacancy/6a1fdf80615c3b1719795008,ניתן להגיש מועמדות בקישור: https://minisite.niloos.ai/vacancy/6a1fdf80615c3b1719795008
73928fc62415,עוזר.ת אישי.ת למנכ״ל,קרן שוסטרמן-ישראל,ירושלים,https://s://tinyurl.com/bdcpufzs,2026-06-03,Biltiformali-Telegram,משרה מלאה,עמותות,ביניים,Nonprofit/NGO,"*עוזר.ת אישי.ת למנכ״ל | קרן שוסטרמן-ישראל* 🌟 קרן שוסטרמן-ישראל היא קרן פילנתרופית המובילה שינוי חברתי משמעותי בישראל. אנחנו מחפשים עוזר.ת אישי.ת למנכ״ל – תפקיד מפתח המשלב ניהול לשכה עם מעורבות עמוקה בתהליכים ארגוניים ופרויקטים חוצי ארגון.  *מה כולל התפקיד?* 📋 • ניהול יומן מורכב ותיעדוף סדר היום של המנכ״ל • עבודה מול הנהלה בכירה וממשקים פנימיים וחיצוניים • תיאום פרויקטים חוצי ארגון, מעקב ובקרה • הכנת פגישות, ישיבות וחומרים • ניהול נסיעות עבודה לחו״ל *את.ה מתאים.ה אם יש לך* ✔️ • ניסיון כעוזר.ת מנכ״ל / הנהלה בכירה – חובה • יכולת ארגון גבוהה, ריבוי משימות והנעת תהליכים • תקשורת בין-אישית מצוינת מול דרגים בכירים • אוריינטציה טכנולוגית ושליטה בכלים דיגיטליים • דיסקרטיות, יוזמה ואחריות אישית גבוהה • אנגלית ברמה גבוהה מאוד – חובה • תואר ראשון – חובה; תואר מתקדם – יתרון • ניסיון בעולם החברתי וחיבור לערכים – יתרון  *היקף המשרה* 🗓 משרה מלאה ממשרדי הקרן בירושלים, תחילת עבודה מיידית (לא היברידי) מה מחכה לך? 💡 • תפקיד משמעותי עם השפעה ישירה על פעילות הארגון • עבודה בצמידות להנהלה הבכירה • סביבת עבודה מקצועית, ערכית ובעלת שליחות • שכר מתגמל *לשליחת קורות חיים ישירות למשרה*  https://tinyurl.com/bdcpufzs",*עוזר.ת אישי.ת למנכ״ל | קרן שוסטרמן-ישראל* 🌟 קרן שוסטרמן-ישראל היא קרן פילנתרופית המובילה שינוי חברתי משמעותי בישראל. אנחנו מחפשים עוזר.ת אישי.ת למנכ״ל – תפקיד מפתח המשלב ניהול לשכה עם מעורבות עמוקה בתהליכים ארגוניים ופרויקטים חוצי ארגון.  *מה כולל התפקיד?* 📋 • ניהול יומן מורכב ותיעדוף סדר היום של ה
