title,company,location,date,deadline,url,jobcode,campus,department,workplace_type,description,requirements
רכז/ת פרויקט ERC- בית הספר לרוקחות,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5015,JB-5015,קמפוס עין כרם,,onsite,"טיפול אדמיניסטרטיבי שוטף בפרויקט מחקר למעבדה העוסקת בתחום הפסיכיאטריה הביולוגית ובכלל זה:
•	עבודה משרדית שוטפת: ניהול יומן, הדפסת מכתבים.
•	טיפול בהזמנות עבודה ורכש עבור החוקרים ובקרת מלאי.
•	ניהול קשר שוטף עם גורמי חוץ לרבות תיאום ביקורי אורחים מחו""ל.
•	סיוע בניהול תקציבי המחקר, מעקב אחריהם ובדיקת דו""חות כספיים.
•	סיוע לחוקרים בהגשת הצעות מחקר לקרנות שונות בארץ ובעולם.
•	ארגון ומעקב אחר נסיעות חוקרים לכנסים בארץ ובחו""ל ובכלל זה: טיפול בהכנת ביטוח רפואי, אש""ל, החזר
•	הוצאות נסיעה וכו'.
•	סיוע בארגון כנסים וימי עיון.
•	ניהול קופה קטנה.
•	ביצוע משימות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי/*סטודנטים לפי שעות באוניברסיטה העברית הנמצאים בשנתם האחרונה לתואר.
•	ידע וניסיון בהנהלת חשבונות – יתרון.
•	ניסיון בעבודה עם מערכות הכספים הממוחשבות באוניברסיטה – יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	יכולת ארגון, יכולת עבודה בצוות, יחסי אנוש מעולים ותודעת שירות גבוהה.
היקף: חצי משרה."
מפתח/ת BI-האגף למחשוב- המח' למערכות מידע,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-11,https://huji.hunterhrms.com/job-details/?jobcode=JB-5053,JB-5053,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"•	בניית דשבורדים ודוחות BI .
•	כתיבת SP & ETL.
•	עבודה אל מול מנתח המערכות, קבלת אפיון דשבורד ובניית דוח בהתאם.
•	שיתוף פעולה עם צוות BI בהתאם ליעדים ותוכניות עבודה.
•	ביצוע פרויקטים ומשימות נוספות בתחום כגון: עבודה עם תשתיות, כתיבת פרוצדורות SQL, ניתוח דרישות אל מול לקוחות פנימיים, ביצוע QA ועבודה בהתאם למסמכי Design כולל S2T.","•	תואר אקדמי. תואר במדעי המחשב/הנדסת תעשייה וניהול/מדעים מדויקים/מדעי נתונים ודאטה – יתרון.
•	ניסיון מוכח של שנתיים לפחות בפיתוח דוחות ודשבורדים על Power BI.
•	ניסיון במימוש והטמעה של UX.
•	ניסיון וידע ב SQL ו- SQL Server.
•	ניסיון וידע בתחום DWH.
•	ידע ב- Dimensional Model.
•	ניסיון בכתיבת תהליכיETL – יתרון.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	תודעת שירות גבוהה, יכולת הנעה ורתימה ויחסי אנוש מעולים.
•	יכולת עבודה בצוות, יצירתיות, יכולת ביצוע ותעדוף משימות על פי לוחות זמנים.
היקף:	משרה מלאה"
"רכז/ת מחלקה- המחלקה לתקשורת ועיתונאות, הפקולטה למדעי החברה",האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-11,https://huji.hunterhrms.com/job-details/?jobcode=JB-5021,JB-5021,קמפוס הר הצופים,,onsite,"ניהול מערך המינהל של המחלקה על כל היבטיו: צוות עובדים, תקציבים ותשתיות ובכלל זה:
•	ניהול שוטף של משרד מזכירות המחלקה וצוות עובדיה.
•	אחריות על מערך התלמידים והמועמדים ללימודים של המחלקה, תוך טיפול שוטף בפניות אישיות.
•	ארגון ותפעול הקמפיין לגיוס תלמידים.
•	אחריות על אתר האינטרנט של המחלקה בעברית ובאנגלית.
•	הכנת שנתון המחלקה, בתיאום עם מזכירות הפקולטה.
•	ניהול תקציבי המחלקה, כולל תקציבי קרנות.
•	טיפול בנושא כוח-אדם של הסגל האקדמי הזוטר.
•	אחריות על ביקורי אורחי המחלקה מהארץ ומחו""ל.
•	אחריות על ארגון כנסים, אירועים, ימי עיון וסמינרים מחלקתיים.
•	טיפול במלגות ופרסים לתלמידים.
•	ריכוז והכנת חומר רקע לוועדות המחלקה וישיבות סגל, רישום פרוטוקולים ומעקב אחר ביצוע החלטות.
•	ייצוגה של המחלקה מול גורמי הפקולטה והאוניברסיטה.
•	אחריות על ציוד המחלקה: מעקב אחר תקינות הציוד וטיפול ברכישות.
•	אחריות על פרויקטים בתחום בינוי ותשתיות במחלקה.
•	משימות נוספות בהתאם להנחיות הממונים.","•	תואר אקדמי.  תואר שני – יתרון.
•	ניסיון בעבודה מנהלית בנושאי הוראה ותלמידים - יתרון
•	ניסיון בניהול תקציבי עבודה ותקציבי מחקר, בנושאי כוח אדם אקדמי ומנהלי - יתרון.
•	ניסיון בניהול צוות עובדים- יתרון.
•	ניסיון בעבודה עם מערכות המחשוב האוניברסיטאיות בתחום מינהל התלמידים- יתרון.
•	שליטה מלאה ביישומיי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה והשפה האנגלית ברמה טובה מאוד.
•	אחריות, יוזמה ויכולת עבודה עצמאית, יחסי אנוש מעולים, אחריות ותודעת שירות גבוהה.
•	נכונות לעבודה בשעות נוספות, בהתאם לצורך.
היקף:  משרה מלאה"
איש/אשת מיזוג- האגף לבינוי ותשתיות,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-11,https://huji.hunterhrms.com/job-details/?jobcode=JB-4724,JB-4724,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"•	ביצוע עבודות אחזקה וטיפול שוטף במערכות מיזוג אוויר (מזגנים מפוצלים ,מיני מרכזי, מערכות VRF, ומפוחי נחשון (פנקולים).
•	טיפול בחדרי חום-קור ובכלל זה טיפול ותחזוקת ציוד קירור וחימום, לרבות מערכות הסקה ומבערים מופעלים ע""י סולר/גז.
•	תחזוקת מערכות הובלת אוויר ומים, מגדלי קירור ועוד.
•	ביצוע עבודות התקנה בתחום מערכות ומיזוג אוויר.
•	בקרה ופיקוח על עבודות קבלנים בתחום, כולל בדיקה ואישור חשבונות.
•	כל העבודות המפורטות לעיל תהיינה בתיאום עם ראש היחידה.
•	משימות נוספות בהתאם לדרישת הממונה.","•	תעודת בגרות. הנדסאי/טכנאי מיזוג אוויר הרשום בפנקס ההנדסאים/הטכנאים – יתרון.
•	ניסיון בעבודה במערכות מיזוג אוויר (כולל מערכות מורכבות) - יתרון.
•	רישיון חשמלאי מוסמך– יתרון.
•	ניסיון מקצועי במערכות קירור/חימום במים – יתרון.
•	הכרת מערכות בקרה – יתרון.
•	ידע והיכרות עם יישומי Office.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	יחסי אנוש טובים ויכולת התמודדות עם לחץ בעבודה."
טכנאי/ת מערכות- האגף לבינוי ותשתיות,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-11,https://huji.hunterhrms.com/job-details/?jobcode=JB-4879,JB-4879,,,onsite,"•	ביצוע עבודות אחזקה וטיפול שוטף במערכות מיזוג אוויר (מזגנים מפוצלים ,מיני מרכזי, מערכות VRF, ומפוחי נחשון (פנקולים), יטאות, משאבות, מחליפי חום, מפוחים ופריטי מיזוג אוויר נוספים).
•	טיפול בחדרי חום-קור ובכלל זה טיפול ותחזוקת ציוד קירור וחימום, לרבות מערכות הסקה ומבערים מופעלים ע""י סולר/גז.
•	תחזוקת מערכות הובלת אוויר ומים, מגדלי קירור ועוד.
•	ביצוע עבודות התקנה בתחום מערכות ומיזוג אוויר.
•	בקרה ופיקוח על עבודות קבלנים בתחום, ליווי העבודות, כולל בדיקה ואישור חשבונות.
•	כל העבודות המפורטות לעיל תהיינה בתיאום עם ראש היחידה.
•	משימות נוספות בהתאם לדרישות הממונים.
•	העבודה באחד הקמפוסים בירושלים.","•	הנדסאי/טכנאי מיזוג אוויר הרשום בפנקס ההנדסאים/הטכנאים.
•	ניסיון בעבודה במערכות מיזוג אוויר (כולל מערכות מורכבות).
•	רישיון חשמלאי מוסמך– יתרון.
•	ניסיון מקצועי במערכות קירור/חימום במים – יתרון.
•	הכרת מערכות בקרה – יתרון.
•	ידע והיכרות עם יישומי Office.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	יחסי אנוש טובים ויכולת התמודדות עם לחץ בעבודה.
היקף:	משרה מלאה"
מומחה/ית מערכות הזדהות-האגף למחשוב,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-10,https://huji.hunterhrms.com/job-details/?jobcode=JB-4760,JB-4760,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"•	שותף בכיר בצוות פיתוח מערכות IDM האוניברסיטאיות.
•	פיתוח ותחזוקת המערכות הקיימות וכתיבת מערכות חדשות המתממשקות לקיימות.
•	שילוב מוצרים חיצוניים במערכות, כולל מוצרים מסחריים ומוצרי קוד פתוח.
•	כתיבת ממשקים חדשים למערכות חיצוניות.
•	פיתוח במערך מסדי הנתונים של מערכת ה-IDM, ופיתוח בתוכנות עזר.
•	משימות נוספות בהתאם לדרישות הממונים.","•	תעודת בגרות מלאה. תואר במדעי המחשב או לחליפין תעודת הנדסאי תוכנה/חומרה – יתרון.
•	ניסיון של 3 שנים ב-MYSQL, כולל פרוצדורות ו-Triggers.
•	ניסיון בעבודה במערכות גדולות מרובות תשתיות מורכבות - יתרון.
•	ידע ב-LINUX כמשתמש מתקדם.
•	ידע בשפת תכנות מודרנית (Python וכד’).
•	יכולת למידה של פרוטוקולים ומוצרים מורכבים.
•	היכרות פרוטוקולי הזדהות: SAML2, OAUTH, LDAP – יתרון.
•	ידע ב-JAVA- יתרון.
•	ידע ב-PHP- יתרון.
•	ידע במערכת NetIQ IDM – יתרון.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	יחסי אנוש טובים, יוזמה ויכולת עבודה בצוות."
ראש/ת צוות דיווח ובקרה-הרשות למחקר ופיתוח,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-10,https://huji.hunterhrms.com/job-details/?jobcode=JB-4979,JB-4979,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"האוניברסיטה העברית בירושלים היא המוסד המוביל בישראל להשכלה גבוהה. האוניברסיטה חרטה על דגלה חזון של מצוינות בהוראה, מחקר ובהון האנושי.
הרשות למחקר ופיתוח באוניברסיטה העברית מחפשת ראש צוות דיווח ובקרה -  תפקיד מרכזי ובעל השפעה, הכולל אחריות על ניהול צוות, בקרת תהליכים פיננסיים והובלת שיפורים בעבודה מול חוקרים ומממנים בארץ ובחו""ל.
תיאור התפקיד:
•	ניהול צוות רכזי תקציב ודיווח: הובלה, הדרכה ופיקוח על ביצוע המשימות.
•	אחריות על הכנת ובקרת דוחות כספיים לתקציבי מחקר, תוך עמידה בדרישות המממנים.
•	אפיון ושיפור תהליכי עבודה.
•	קביעת נוהלי עבודה והנחיות לדיווח בהתאם לכללי המממנים ולנהלי האוניברסיטה.
•	ליווי ביקורות רו""ח ותיקון הליקויים הנדרשים וכן ייצוג הרשות למו""פ בנושאים פיננסיים מול הגורמים השונים.
•	עבודה עם חוקרים, עוזרי מנהל, חשבים ובעלי תפקידים שונים באוניברסיטה.
•	משימות נוספות בהתאם להנחיות הממונה ומנהל הרשות למו""פ.
כפיפות ישירה למנהל/ת היחידה הפיננסית","•	תואר אקדמי. תואר בחשבונאות/כלכלה ו/או תואר שני-יתרון.
•	ניסיון מעשי משמעותי בעבודה חשבונאית/הנה""ח/תקצוב ודיווח.
•	ניסיון קודם בניהול צוות עובדים.
•	שליטה ברמה גבוהה ביישומי Office בדגש על Excel.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	אחריות, כושר ארגון, יכולת עבודה בתנאי לחץ ותודעת שירות גבוהה.
•	זמינות לעבודה בשעות נוספות, לפי הצורך.
היקף:	משרה מלאה"
מנהל/ת FAB LAB-מרכז אדמונד ולילי ספרא למדעי המוח,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-10,https://huji.hunterhrms.com/job-details/?jobcode=JB-5052,JB-5052,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"•	אחריות והובלה מקצועית של פרויקטים ובכלל זה: מתן שירותי עיצוב, הנדסה, תכנון וייצור של אבות-טיפוס פונקציונליים עבור חוקרים.
•	ניהול שוטף של היחידה: ניהול צוות עובדים, ניהול תקציב, רכש והזמנות, ניהול אספקה של חומרי גלם ורכיבים נוספים, עבודה מול ספקים.
•	תפעול ופיתוח תשתיות: אחריות על צי המכונות ביחידה (אוטומטי וידני), אחריות על תכנון ופיתוח היחידה והצטיידותה בהתאם לצרכי המחקר ולהתפתחויות טכנולוגיות בתחום.
•	מתן הדרכה, ייעוץ ושיתוף ידע בתחומי התכנון והייצור לחוקרים המעוניינים לבצע פרויקטים באופן עצמאי ב-Makerspace.
•	בחינת רעיונות לפרויקטים ישירות באתר בו מתבצע הניסוי תוך התאמה מלאה לצרכי החוקר ומתן שירות מקצועי וגמיש בהתאם לצרכים ולעומס.
•	מטלות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי בהנדסת מכונות/ עיצוב תעשייתי או הנדסה בתחום רלוונטי.
•	ניסיון מעשי (Hands-on) בהפעלת מכונות ייצור דיגיטליות (CNC כרסום 3 צירים, מדפסות FFF/SLA, לייזר) וכלים אנלוגיים (כרסומת, מחרטה).
•	ניסיון בתכנון וייצור In-house של אבות-טיפוס (Prototyping) משלב הרעיון ועד להטמעה.
•	ניסיון בתכנון מתקנים לניסויים, ג׳יגים, רכיבים אופטו־מכניים או מערכות למעבדה - יתרון.
•	ניסיון בניהול עובדים/בהדרכה - יתרון.
•	היכרות עם צורכי מחקר במדעי המוח, אופטיקה, מיקרוסקופיה, אלקטרופיזיולוגיה או מערכות ניסוי - יתרון.
•	שליטה בתוכנות CAD/CAM (עדיפות ל-Solidworks ו-Solidcam) ובתוכנות הכנה לייצור בדו ותלת מימד (כגון Vcarve, Lightburn וסלייסרים)
•	שליטה מלאה ביישומי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	יכולת ניהול פרויקטים מקבילים, יצירתיות, תודעת שירות גבוהה.
היקף:	משרה מלאה"
מזכיר/ה לענייני הוראה - בית הספר לרפואה– הפקולטה לרפואה,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-04,https://huji.hunterhrms.com/job-details/?jobcode=JB-5025,JB-5025,קמפוס עין כרם,,onsite,"ניהול צוות המזכירות לענייני הוראה ותלמידים של בית הספר לרפואה ואחריות לביצוע התפקידים המוטלים על המזכירות ובכלל זה:
•	תכנון ובניית תוכנית הלימודים בשנים הפרה-קליניות והקליניות.
•	בניית לוח הבחינות בתיאום עם נציגי הסטודנטים והחוגים.
•	 טיפול במלגות ביה""ס ובפרסים.
•	אחריות על הליכי הרישום והקבלה וריכוז פעילות ועדת הקבלה.
•	טיפול בסטודנטים בתואר ראשון ושני: מתן עזרה בבעיות הקשורות ללימודים, ציונים, מתן אישורים, טיפול בסקר הערכת ההוראה, סגירת תארים, טיפול בבחינות גמר ועוד.
•	אחריות על ועדות הוראה (קליני ופרה-קליני), הכנת חומרי רקע, כתיבת פרוטוקולים ומעקב אחרי ביצוע ההחלטות.
•	סיוע וייעוץ לסגל האקדמי והמנהלי הרלוונטי בכל הקשור לנהלי הוראה ולתקנוני האוניברסיטה.
•	שותפות בהובלת תהליכי שיפור השירות לסטודנטים, כולל הדרכת צוות המזכירות והטמעת תכנים רלבנטיים.
•	טיפול בבעיות אקדמיות חריגות, השתתפות בוועדות משמעת , ריכוז ועדות קידום, בעיות פרט, ערעורים על החלטות ועדת הוראה וכיו""ב.
•	אחריות על תכנון, ארגון והוצאה לפועל של טקסים.
•	עבודה שוטפת מול גורמי פנים וחוץ אוניברסיטאיים לרבות מול ביה""ח הדסה.
•	מטלות נוספות בהתאם להנחיות הנהלת הפקולטה והמנהלים האקדמיים.","•	תואר אקדמי. תואר שני- יתרון.
•	ניסיון בעבודה בנושאי הוראה ותלמידים – יתרון.
•	היכרות עם תוכנות ההוראה, הרישום והבחינות האוניברסיטאיות.
•	ניסיון בניהול צוות עובדים-יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט ויכולת למידה של מערכות ממוחשבות.
•	 ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	יחסי אנוש מעולים, יוזמה, כושר ארגון, יכולת הנעה ותודעת שירות גבוהה.
•	נכונות ויכולת לעבודה בשעות נוספות, בהתאם לצורך.
היקף:  משרה מלאה"
מתאם/ת מחשוב-הפקולטה למתמטיקה ולמדעי הטבע – המכון למדעי החיים,האוניברסיטה העברית בירושלים,ירושלים,2026-06-03,2026-06-04,https://huji.hunterhrms.com/job-details/?jobcode=JB-5041,JB-5041,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"מתן שירותי תמיכה במחשוב, ובכלל זה:
•	אחריות על הפעלת ותחזוקת המחשבים והציוד הנלווה במכון, כולל מענה מידי לקריאות ולתקלות, התקנות ושדרוגים.
•	מתן סיוע, הדרכה ותמיכה לעובדי המכון בתפעול הציוד ובשימוש בתוכנות.
•	 תמיכה אפליקטיבית בתוכנות קיימות כגון תוכנות Office ומערכות פנים -אוניברסיטאיות והטמעת תוכנות חדשות למנהל ומחקר.
•	סיוע ותמיכה בטכנולוגיות הוראה לרבות עבודה ב-Moodle ו-Tomax ,קורסים מקוונים ומצולמים ומעבר לביצוע בחינות ממוחשבות.
•	תחזוקה שוטפת של אתר האינטרנט של המכון וסיוע בניהול התוכן.
•	תחזוקה של שרתי LINUX  ועבודה עם שירותי אחסון.
•	אפיון חומרות מתאימות עבור מחקר.
•	ייעוץ בנושא רכש מערכות מחשוב, חומרה ותוכנה.
•	פתיחת חשבונות מחשב, דוא""ל וגישה מרחוק לפי הוראות האגף למחשוב.
•	תחזוקת ציוד מולטימדיה בשיתוף עם אנשי אגף מחשוב.
•	משימות נוספות בהתאם להנחיות הממונים.
הנחייה מקצועית ודיווח למתאם מערכות מידע ומחשוב פקולטאי","•	תעודת בגרות מלאה והכשרה פורמאלית מוכחת בתחום המחשוב או תואר בוגר במדעי המחשב או הנדסאי תוכנה/מחשבים.
•	ניסיון בתמיכה במשתמשים ובהתקנת מחשבים וציוד ממוחשב, בהגדרת התחברות מחשבים לרשת ולציוד היקפי וכן באיתור וטיפול בתקלות.
•	הכרות עם Moodle – יתרון.
•	הכרת מערכת הפעלה Microsoft ותוכנות Windows לעומק.
•	ידע במערכות Linux  ו- OSX/macOS. – יתרון.
•	היכרות בסיסית של פרוטוקולי רשת ותוכנות, כגון TCP/IP, RDP, NFS, CIFS, FTP SSH – יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	יכולת עבודה עצמאית, יחסי אנוש מעולים, יוזמה ותודעת שירות גבוהה.
•	נכונות לעבודה בשעות עבודה לא שגרתיות ובשעות נוספות בהתאם לצורך.
היקף:	משרה מלאה"
