title,company,city,date,deadline,url,department,workplace_type,description,requirements
רכז / רכזת תוכנית גשרים אזור צפון - ג'וינט ישראל מעבר למגבלות,The Joint (ג'וינט),ירושלים,2026-06-23,,https://www.thejoint.org.il/en/career/?juid=1F.C6F,,onsite,,":
תואר ראשון בתחום רלבנטי (עבודה סוציאלית, ריפוי בעיסוק, פסיכולוגיה, חינוך מיוחד)
תואר שני- יתרון
ניסיון של שנתיים לפחות בהובלה וריכוז של תוכניות ופרויקטים חברתיים
ידע וניסיון בעבודה עם אנשים עם מוגבלות
ניסיון בעבודה במסגרות דיור/ תיאום טיפול/ ליווי תהליכים בקהילה
ניסיון בעבודה רב מערכתית/ ריבוי גורמים
הכרות מעמיקה עם ערכים ותפיסות של שירות מוכוון אדם- יתרון
ניסיון בעבודה עם משרדי ממשלה/ מגזר ציבורי- יתרון
ניסיון בעבודה מבוססת נתונים על פי תוכניות עבודה- יתרון
היכרות ועבודה עם החברה הערבית- יתרון
אנחנו מחפשים מועמד/ת עם תקשורת בין־אישית מצוינת, יכולת למידה ועבודה עצמאית לצד יכולת לעבודת צוות, ומחויבות ונכונות לעבודה הכוללת ריבוי משימות.
פרטים נוספים:
עדיפות למועמדים / מועמדות עם מוגבלות
היקף משרה:
100%
מיקום:
אזור צפון. התפקיד מחייב הגעה למשרדי הג'וינט בירושלים לפחות פעם בשבוע,
וכן ניידות באזור הפעילות
גורם מעסיק:
ג'וינט ישראל
גיוס למשרה לכחצי שנה - עם פוטנציאל הארכה
קורות חיים יש לשלוח באמצעות הטופס עד 7 ביולי 2027, רק פניות מתאימות יענו.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.1F.C6F@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
רכז / רכזת תוכניות- ג'וינט אלכא,The Joint (ג'וינט),ירושלים,2026-06-25,,https://www.thejoint.org.il/en/career/?juid=E2.D6F,,onsite,,
פרויקטור/ית לליווי תהליך השיקום והצמיחה של רשויות הצפון – ג'וינט אלכא,The Joint (ג'וינט),Jerusalem,2026-06-21,,https://www.thejoint.org.il/en/career/?juid=E0.D63,,onsite,,":
ניסיון מוניציפלי פנים-רשותי: ניסיון של לפחות 5 שנים בניהול בכיר של גוף מוניציפלי – חובה.
ניסיון בחיבור וקישור בין-רשותי: ניסיון מוכח בתפקידים ייצוגיים, ניהול שותפויות, או הובלת ממשקים וחיבורים בין רשויות מקומיות שונות / אשכולות רשויות וממשלה.
יכולת הובלה: יכולת מוכחת בהובלת תהליכי כינוס הסכמות, יצירת במות לדיון בין רשויות שונות.
ניידות ונוכחות בשטח: נוכחות גבוהה בשטח בצפון הארץ – חובה.
יתרונות :
היכרות מעמיקה עם המבנה החברתי, האתגרים המוניציפליים והתרבות המקומית של יישובי החברה הדרוזית והחברה הערבית בצפון.
ערבית שפת אם.
מגורים/תושבות בצפון הארץ - עדיפות לתושבי קו העימות.
תנאי העסקה:
התקשרות בחוזה אל מול חשבונית בהיקף של עד 50 שעות חודשיות
נכונות לכניסה מיידית לתפקיד
המיזם המשותף פועל לקידום הגיוון התעסוקתי והייצוג ההולם בשירות הציבורי, ומעודד באופן אקטיבי"
מנהל/מנהלת תכניות,The Joint (ג'וינט),Jerusalem,2026-04-13,,https://www.thejoint.org.il/en/career/?juid=EB.561,,onsite,,":
תואר ראשון בעבודה סוציאלית או תחומים נושקים – חובה; תואר שני – יתרון.
ניסיון משמעותי של לפחות 5 שנים בניהול והפעלת תוכניות חברתיות – חובה.
שפות: רוסית-חובה; עברית ואנגלית-ברמה גבוהה.
היכרות עם גישות עדכניות בתחום העבודה הסוציאלית, כגון ניהול מקרה (case (management ועבודה סוציאלית קהילתית.
ידע או ניסיון בתחום הגרונטולוגיה או תוכניות רווחה מונעת – יתרון.
היכרות עם טכנולוגיות וחדשנות בתחום הזקנה – יתרון.
כישורים בין-אישיים מצוינים ויכולת גבוהה לבניית שיתופי פעולה עם צוותים מגוונים, כולל דרגי הנהלה.
יכולת הובלת תהליכים, חשיבה יוזמת, גמישות מחשבתית והתמודדות עם אתגרים מורכבים.
נכונות לנסיעות לחו""ל.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.EB.561@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
מנהל / מנהלת תכניות שיקום – ג'וינט ישראל מעבר למגבלות,The Joint (ג'וינט),ירושלים,2026-06-24,,https://www.thejoint.org.il/en/career/?juid=63.96E,,onsite,,":
תואר שני לפחות בתחום רלוונטי לעולמות השיקום (רפואה, סיעוד, מקצועות הבריאות, עבודה סוציאלית, פסיכולוגיה).
ניסיון משמעותי של לפחות 5 שנים בעבודה בתחום השיקום – חובה.
ניסיון משמעותי של לפחות 3 שנים בניהול והפעלת תוכניות חברתיות/בריאותיות – חובה.
היכרות עם גישות עדכניות בתחום הבריאות והשיקום, כגון International Classification of Functioning and Disability and Health (ICF).
היכרות עם טכנולוגיות וחדשנות בתחום השיקום – יתרון.
כישורי ניסוח והצגה גבוהים בכתב ובע""פ.
נכונות לעבודה דינמית, מרובת משימות ואחריות.
פרטים נוספים:
משרה מלאה היברדית דורשת הגעה של פעמיים בשבוע לפחות לירושלים
העסקה ע""י ג'וינט-ישראל
קורות חיים יש להגיש באמצעות הטופס עד לתאריך 30 ביוני, 2026, רק פניות מתאימות יענו.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.63.96E@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
מנהל / מנהלת תכניות מרכז חדשנות ממשלתית – ג'וינט אלכא,The Joint (ג'וינט),ירושלים,2026-06-25,,https://www.thejoint.org.il/en/career/?juid=35.C6D,,onsite,,
מנהל / מנהלת תכניות לפיתוח וניהול תכניות בתחומי פיתוח וצמיחה כלכלית אזורית – ג'וינט תבת,The Joint (ג'וינט),ירושלים,2026-06-25,,https://www.thejoint.org.il/en/career/?juid=34.C68,,onsite,,
מנהל / מנהלת תוכניות לפיתוח והובלה במסגרת אתגר התחדשות השירות הציבורי – ג'וינט אלכא,The Joint (ג'וינט),Jerusalem,2026-06-07,,https://www.thejoint.org.il/en/career/?juid=12.367,,onsite,"הובלת תכניות ותהליכים מערכתיים לחיזוק יכולות השירות הציבורי – משלב אבחון האתגר ועד יישום והטמעה בפועל בממשלה וברשויות.
במסגרת התפקיד:
הובלת תהליכי שינוי מערכתיים
פיתוח וגיבוש מודלים, תורות הפעלה וכלים לחיזוק יכולות ביצוע ויישום מדיניות
הובלת תהליכים בין-משרדיים ובין-מגזריים סביב אתגרי עומק
ליווי תכניות ויוזמות מורכבות מקצה לקצה – אבחון, עיצוב, יישום והטמעה
עבודה שוטפת עם דרגים בכירים בממשלה
הקמה והובלה של פורומים מקצועיים ובכירים
ניהול תהליכי חשיבה, צוותי ליווי ויועצים
תכנון ומעקב אחר יישום, כולל היבטים תקציביים ותפעוליים
ליווי כתיבת מסמכים תפישתיים ותהליכי מחקר ואיסוף דאטה",
מנהל  / מנהלת הדרכה בתחום הבריאות - בית הספר הלאומי לקידום הזדקנות מיטבית – ג'וינט אשל,The Joint (ג'וינט),ירושלים,2026-06-24,,https://www.thejoint.org.il/en/career/?juid=D7.A68,,onsite,,"תואר ראשון חובה
יתרון לתואר במקצועות הבריאות או הטיפול (ריפוי בעיסוק, סיעוד, פיזיותרפיה, גרונטולוגיה, עבודה סוציאלית)
היכרות מעמיקה עם תחום הזקנה בדגש על תחום הבריאות ו/או מוסדות – חובה.
ניסיון של שנתיים לפחות בפיתוח והובלת תכנית הדרכה מערכתית – חובה.
ניסיון בהובלת תהליכי שינוי ארגוני – יתרון משמעותי
ניסיון של שנתיים לפחות בהנחיה, ליווי והכשרת צוותים מקצועיים - חובה (עם צוותי בריאות – יתרון משמעותי.)
ניסיון בבנייה והובלה של מפגשי למידה, ימי עיון וכנסים – חובה.
ניסיון בשיתופי פעולה מקצועיים עם גורמים פנים וחוץ ארגוניים – חובה.
שליטה בסביבה דיגיטלית: אופיס, בניית מצגות – חובה; ניסיון בעבודה מקוונת וכלים דיגיטליים – יתרון.
אנחנו מחפשים מועמד / מועמדת עם:
תקשורת בין־אישית מצוינת ויכולת הבעה מעולה בכתב ובעל פה, כולל יכולת למידה עיבוד וכתיבה של חומרים מקצועיים.
יכולת למידה ועבודה עצמאית לצד יכולת לעבודת צוות, מחויבות ונכונות לעבודה בריבוי משימות ובממשקים מרובים.
פרטים נוספים:
היקף המשרה: 100% משרה
מודל עבודה: היברידי (בית / משרדי הג'וינט בירושלים / הדרכות בשטח).
זוהי הזדמנות ייחודית להוביל תכנית בעלת השפעה משמעותית על בריאותם ואיכות חייהם של אזרחים ותיקים ברמה לאומית. אם יש לך את הניסיון, המוטיבציה והחזון, נשמח לשמוע ממך.
קורות חיים יש להגיש באמצעות הטופס עד לתאריך ה- 28 ביוני 2026, רק פניות מתאימות יענו.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.D7.A68@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
מיישם/ת SAP - MM,The Joint (ג'וינט),ירושלים,2026-05-19,,https://www.thejoint.org.il/en/career/?juid=50.653,,onsite,,":
שנתיים ניסיון בהטמעת מערכת SAP במודולים MM, WF, כולל ניסיון בכתיבת אפיונים טכניים, אפיונים פונקציונאליים, והטמעתם במערכת- חובה.
ניסיון במודולים משיקים FM CO PS GM – יתרון משמעותי
ניסיון בניתוח תהליכים עסקיים מורכבים וייעולם – חובה
יכולת לנהל שיחות באנגלית עם משתמשים ולקוחות בחו""ל- חובה
ניסיון בהטמעת מעבר מערכת ה-SAP מ-ECC ל-SAP S/4HANA - יתרון
תואר ראשון בתחום רלוונטי /קורס מיישמי SAP  - יתרון
התפקיד יתאים לך אם את/ה:
בעל חשיבה יסודית, דייקנות גבוהה וגישה מתודולוגית.
נהנה/ית מהשילוב בין שירות ותמיכה יומיומית למשתמשים לבין טיפול והובלה של תקלות, בדיקות ותהליכים מורכבים.
יודע/ת לרדת לפרטים, לתחקר ולהעמיק, ובמקביל לנהל משימות ותהליכים בצורה יעילה ואפקטיבית.
בעל/ת יכולת להבין ולנתח תהליכים עסקיים, ולחבר בין הצורך העסקי לפתרון המערכתי.
עובד/ת בנוחות מול ממשקים מרובים, יודע/ת לרכז גורמים שונים ולהוביל טיפול בנושאים עד סגירה ברורה ומלאה.
בעל/ת אוריינטציה שירותית גבוהה, תקשורת בין‑אישית מצוינת ויכולת עבודה נעימה ומכבדת מול משתמשים וגורמים מקצועיים.
פרטים נוספים:
משרה מלאה, חוזה זמני לטובת הפרויקט (דצמבר 2027), עם אופציה להארכה
מיקום
: משרדי הג'וינט בירושלים, עבודה במודל היברידי. (יומיים מהמשרד, שלושה ימים מהבית)
כפיפות
: ראש/ת צוות SAP.
תחילת עבודה
: מיידית.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.50.653@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
