title,company,location,date,deadline,url,jobcode,campus,department,workplace_type,description,requirements
"עובד/ת מעבדה- היחידה לציוד בין- מחלקתי- הפקולטה לחקלאות, מזון וסביבה ע""ש רוברט ה. סמית",האוניברסיטה העברית בירושלים,ירושלים,2026-06-12,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5060,JB-5060,"הפקולטה לחקלאות, מזון וסביבה ע""ש רוברט ה. סמית ברחובות",,onsite,"•	תפעול, תחזוקה ויישום שיטות אנליטיות במערכות LC MS, GC MS, HPLC  ומכשירי MS  מתקדמים נוספים.
•	פיתוח ואופטימיזציה של שיטות אנליטיות בהתאם לצורכי חוקרים ויחידות מחקר.
•	סיוע בניהול האדמיניסטרטיבי של המעבדה הכולל מעקב אחר מלאי וביצוע הזמנות ציוד ועבודה מול ספקים.
•	הכנת דגימות לניתוח: מיצוי, ניקוי, ריכוז ושיטות הכנה מתקדמות.
•	ניתוח נתונים, עיבוד תוצאות, כתיבת דוחות מקצועיים והצגת ממצאים.
•	הדרכה ומתן תמיכה מקצועית לחוקרים ולסטודנטים במעבדה.
•	עבודה בסביבה מחקרית רב תחומית תוך הקפדה על איכות, דיוק ועמידה בסטנדרטים מקצועיים גבוהים.","•	תואר שני בבכימיה או ביוכימיה  או תחום רלוונטי. דוקטורט PhD))- יתרון.
•	ניסיון מעשי בהפעלת מערכות  Mass Spectrometr (יון כרומטוגרף ,GC MS  MS-LC ו HPLC).
•	ניסיון בהכנת דגימות מורכבות ובשיטות אנליטיות מתקדמות.
•	ידע נרחב במטבולומיקה, כולל עבודה עם פרופילים מטבוליים, זיהוי מטבוליטים וניתוח נתונים.
•	יכולת גבוהה בניתוח נתונים, עיבוד תוצאות וכתיבת דוחות.
•	שליטה בתוכנות עיבוד נתוני MS כגון:, Xcalibur, MassHunter   או דומות.
•	שליטה מלאה ביישומי office ואינטרנט.
•	ידיעת השפה העברית על בוריה והשפה האנגלית ברמה טובה.
•	יחסי אנוש טובים, דייקנות, כושר ארגון וסדר ויכולת עבודה בצוות.
היקף:	משרה מלאה."
עוזר/ת לענייני הוראה-הפקולטה לרפואה-בית הספר לריפוי בעיסוק,האוניברסיטה העברית בירושלים,ירושלים,2026-06-11,2026-06-24,https://huji.hunterhrms.com/job-details/?jobcode=JB-4972,JB-4972,קמפוס הר הצופים,,onsite,"•	מתן מידע למתעניינים בלימודים בחוג, קבלת קהל ומענה לפניות.
•	טיפול בהליך מיון וקבלה ללימודים ביה""ס הכולל – שיווק התוכנית, מתן מידע, ריכוז ועדות קבלה, זימון מועמדים ומראיינים, הכנת תיקי ראיונות, דיווח קבלה.
•	סיוע בהכנת תכנית לימודים עם יו""ר אקדמי, שיבוץ קורסים ומרצים, תיאום כיתות הוראה במערכות השונות וטיפול בהקצאות קורסים.
•	טיפול בסטודנטים ובכלל זה ניהול מידע אישי, מתן מענה לפניות, רישום לקורסים, מתן פטורים , התאמות והקלות, מניעת נשירה, הנפקת אישורים וטיפול במלגות.
•	סיוע בטיפול בבוגרים המתגוררים בחו""ל, הנפקת אישורים למוסדות לימודים בינלאומיים וכו'.
•	אחריות וטיפול על דיווח ציונים.
•	אחריות על הגשת תזות ומבחני גמר.
•	סגירת תארים, הנפקת תעודות סיום.
•	ארגון אירועים, טקסים וסמינרים ובפרט ימי אוריינטציה, ימים פתוחים ועוד.
•	סיוע בריכוז וועדות בית הספר, הכנת חומרי רקע ודוחות, כתיבת פרוטוקולים והכנת חומרים לאקרדיטציה וניטור.
•	אחריות לעדכון אתר אינטרנט של בית הספר ופרסום במדיה החברתית.
•	מטלות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי.
•	ניסיון בעבודה אדמיניסטרטיבית.
•	הכרת מערכות הוראה ותלמידים- יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט, ו-EXCEL בפרט.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	תודעת שירות גבוהה, יחסי אנוש מעולים ויכולת עבודה בצוות.
•	כושר ארגון, דייקנות ועמידה בלוחות זמנים.
•	נכונות לעבודה בשעות נוספות, בהתאם לצורך.
היקף:	משרה מלאה"
סט-אפיסט/ית ומתכנת/ת CNC- מכון רקח לפיסיקה- בית המלאכה-טבע,האוניברסיטה העברית בירושלים,ירושלים,2026-06-10,2026-06-23,https://huji.hunterhrms.com/job-details/?jobcode=JB-5026,JB-5026,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"אחריות על מרכז העיבוד ותכנון מכני ובכלל זה:
•	תכנון ממוחשב של חלקים מכאניים ומערכות מורכבות.
•	הוצאת שרטוטים טכניים לייצור.
•	הובלת פרויקטים מתכנון לשלב ייצור.
•	בניית Set-Up לייצור במכונת CNC (HAAS)
•	הכרות עם מכונות CNC .
•	מטלות נוספות בהתאם להוראות הממונים.","•	תעודת מהנדס/הנדסאי/תואר רלוונטי אחר. תעודה בתחום המכונות- יתרון. לחליפין תישקל מועמדותם של בוגרי קורסים בתחום CNC.
•	ניסיון של שנתיים לפחות בתכנות והפעלת CNC וכן בעבודה בממשקי תוכנות תכנון וייצור בעזרת מחשב (תיב""מ).
•	הכרות עם תוכנות  solidworks ו .solidCAM
•	ניסיון בעיבוד שבבי קונבנציונלי- יתרון.
•	ידיעת השפה העברית ברמה טובה מאד ואנגלית טכנית ברמה טובה.
•	שליטה מלאה ביישומי Office  ואינטרנט.
•	תודעת שירות גבוהה, יחסי אנוש טובים ויכולת עבודה בצוות.
היקף:	משרה מלאה"
עוזר/ת לענייני הוראה- הפקולטה למשפטים- המכון לקרימינולוגיה,האוניברסיטה העברית בירושלים,ירושלים,2026-06-10,,https://huji.hunterhrms.com/job-details/?jobcode=JB-4964,JB-4964,קמפוס הר הצופים,,onsite,"טיפול שוטף במערך הלימודים של תלמידי המוסמך במכון לקרימינולוגיה ובכלל זה:
•	טיפול בוועדות קבלה וועדות הוראה, דיווחי ציונים וסגירת תארים.
•	בניית תוכניות הלימודים לכל תארי ומסלולי המכון.
•	טיפול בשנתון המכון וטיפול במערכת השנתון-נט לאורך כל השנה.
•	ריכוז הוועדה ללימודים מתקדמים.
•	ארגון טקס סיום לימודי המוסמך, ימי אוריינטציה, ימים פתוחים.
•	סיוע בריכוז ועדת פרסים, אירועים וכנסים של המכון.
•	קיום קשר רציף עם גורמים בפקולטה ומחוצה לה בענייני הוראה ותלמידים, תוכניות לימודים ואישורי מל""ג.
•	שיווק תוכניות המוסמך, ייעוץ למועמדים ולתלמידי המוסמך.
•	אחריות על עריכה והפקה של החומר הפרסומי של המכון ושל ידיעון המכון ""הקרימיניתון"".
•	משימות נוספות בהתאם להוראת הממונים.","•	תואר אקדמי/ *סטודנטים לפי שעות באוניברסיטה העברית הנמצאים בשנתם האחרונה לתואר.
•	ניסיון קודם בעבודה אדמיניסטרטיבית.
•	ניסיון עבודה קודם בנושאי הוראה ותלמידים – יתרון.
•	היכרות עם מבנה ויחידות האוניברסיטה-יתרון.
•	היכרות עם מערכות ממוחשבות של מנהל תלמידים (אורביט, שנתון) – יתרון.
•	שליטה מלאה בישומי office ואינטרנט.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	כושר ארגון ותודעת שרות גבוהה, יחסי אנוש טובים ודיסקרטיות.
•	נכונות לעבודה בשעות נוספות בהתאם לצורך.
היקף:	משרה מלאה."
עוזר/ת מינהל- הפקולטה לחקלאות,האוניברסיטה העברית בירושלים,ירושלים,2026-06-07,2026-06-17,https://huji.hunterhrms.com/job-details/?jobcode=JB-5055,JB-5055,"הפקולטה לחקלאות, מזון וסביבה ע""ש רוברט ה. סמית ברחובות",,onsite,"סיוע למנהל/ת כ""א בטיפול במערך הסגל המנהלי והאקדמי זוטר של הפקולטה לחקלאות ובכלל זה:
•	טיפול בנושאי כח אדם של הסגל האקדמי הזוטר (הוצאה והארכה של מינויים, מעברי שלב, חל""ד והפסקות עבודה) מול מנהלות ורכזות המכונים והמחלקות.
•	טיפול בנושאי כח אדם של הסגל המנהלי: מינויים, דיווחי שעות נוספות, ק""מ וכו'.
•	עבודה מול אגף משאבי אנוש בנושאי מינויים, שכר ועוד.
•	מענה לשאלות בנושאי מערכות כח אדם, מינויים ושכר של הסגל המנהלי והזוטר ותמיכה במשתמשים.
•	הפקת דוחות בנושאי כח אדם לצרכי מעקב ובקרה.
•	מטלות נוספות בהתאם להנחיות הממונים.","•	תואר אקדמי. תואר בתחומי ניהול משאבי אנוש או התנהגות ארגונית/ תואר שני- יתרון.
•	ניסיון בעבודה בתחום כח אדם – יתרון.
•	היכרות עם תוכנות אוניברסיטאיות לניהול מערך כח האדם ו/או מערכת הכספים האוניברסיטאית- יתרון.
•	היכרות עם כללי ההעסקה של סגל מנהלי וסגל זוטר באוניברסיטה- יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט ובפרט ב-Excel .
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	אחריות, כושר ארגון, ניהול זמן, יוזמה, חריצות ותודעת שירות גבוהה.
•	דיסקרטיות ויחסי אנוש מצוינים.
היקף:	חצי משרה"
רכז/ת היחידה ללימודי שפות- הפקולטה למדעי הרוח,האוניברסיטה העברית בירושלים,ירושלים,2026-06-07,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5003,JB-5003,קמפוס הר הצופים,,onsite,"ריכוז ותפעול כלל היבטי הפעילות של היחידה ללימודי שפות, בהתאם להנחיות ממונה אקדמי ומנהלי. התפקיד כולל:
•	מתן מענה שוטף לסטודנטים ולסגל היחידה (פרונטלי, טלפוני ובדוא""ל), ומתן מידע למתעניינים.
•	אחריות על רישום סטודנטים מכלל התארים לקורסי השפה, כולל תיאום מבדקי רמות ופטורים.
•	סיוע בבניית תוכנית הלימודים השנתית ושיבוץ הקורסים בתיאום עם הגורמים הרלוונטיים בפקולטה ובאוניברסיטה.
•	ניהול מערך הבחינות, פיקוח על הזנת ציונים וטיפול בערעורים.
•	ניהול מערך ספרי הלימוד (מול יבואנים), מעקב רכישות וחלוקה.
•	ארגון לוגיסטי של אירועים והשתלמויות יחידתיות.
•	אחריות על מתקני היחידה, מעקב ציוד, ניקיון ותחזוקה שוטפת של החדרים.
•	ביצוע מטלות נוספות בהתאם להנחיות הממונים.","•	תואר אקדמי.
•	ניסיון אדמיניסטרטיבי קודם.
•	שליטה מלאה ביישומי Office ואינטרנט.
•	היכרות עם מערכות המידע של האוניברסיטה – יתרון משמעותי.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	כושר ארגון, ניהול ותיעדוף משימות בסביבה מרובת משימות, יחסי אנוש מעולים, יכולת עבודה בצוות, דייקנות, יוזמה וגמישות.
•	ניסיון בסביבת עבודה רב-תרבותית – יתרון.
•	נכונות לעבודה בשעות נוספות במידת הצורך.
תקן:  37-39 בדרוג מח""ר.  המשרה כוללת רמת רכב א'.
היקף:  משרה מלאה."
רכז/ת תוכניות ובית הארחה-בית הספר הבינלאומי למדעי החקלאות- המדור ללימודי חוץ-הפק' לחקלאות,האוניברסיטה העברית בירושלים,ירושלים,2026-06-07,2026-06-17,https://huji.hunterhrms.com/job-details/?jobcode=JB-5040,JB-5040,"הפקולטה לחקלאות, מזון וסביבה ע""ש רוברט ה. סמית ברחובות",,onsite,"•	אחריות כוללת על מערך הסטודנטים שלא מן המניין החל משלב ההרשמה, גבייה ומתן אישור לימודים.
•	אחריות וריכוז מכינות הקיץ המתקיימות בפקולטה טרום שנה א' ובכלל זה: תיאום מול מרצים, עבודה מול מזכירות הוראה, מכון מגיד, שיבוץ, תיאום מבחני בקיאות, דיווח ציונים וכו'.
•	ריכוז ותפעול קורסים מקצועיים המתקיימים במסגרת המדור ללימודי חוץ.
•	תפעול בית הארחה של הקמפוס כולל שיבוצים, גבייה, תחזוקה וניהול מערך הכיתות.
•	מטלות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי. תואר שני- יתרון.
•	ניסיון אדמיניסטרטיבי קודם. ניסיון בניהול תוכניות לימודים- יתרון.
•	הכרת מערכות האוניברסיטה - יתרון
•	שליטה מלאה ביישומי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה והשפה האנגלית ברמה טובה.
•	יחסי אנוש מעולים ותודעת שרות גבוהה, יכולת עבודה עצמאית ובצוות.
•	נכונות לעבודה בשעות נוספות, בהתאם לצורך.
היקף:	משרה מלאה"
רכז/ת פרויקט ERC- בית הספר לרוקחות,האוניברסיטה העברית בירושלים,ירושלים,2026-06-07,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5015,JB-5015,קמפוס עין כרם,,onsite,"טיפול אדמיניסטרטיבי שוטף בפרויקט מחקר למעבדה העוסקת בתחום הפסיכיאטריה הביולוגית ובכלל זה:
•	עבודה משרדית שוטפת: ניהול יומן, הדפסת מכתבים.
•	טיפול בהזמנות עבודה ורכש עבור החוקרים ובקרת מלאי.
•	ניהול קשר שוטף עם גורמי חוץ לרבות תיאום ביקורי אורחים מחו""ל.
•	סיוע בניהול תקציבי המחקר, מעקב אחריהם ובדיקת דו""חות כספיים.
•	סיוע לחוקרים בהגשת הצעות מחקר לקרנות שונות בארץ ובעולם.
•	ארגון ומעקב אחר נסיעות חוקרים לכנסים בארץ ובחו""ל ובכלל זה: טיפול בהכנת ביטוח רפואי, אש""ל, החזר
•	הוצאות נסיעה וכו'.
•	סיוע בארגון כנסים וימי עיון.
•	ניהול קופה קטנה.
•	ביצוע משימות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי/*סטודנטים לפי שעות באוניברסיטה העברית הנמצאים בשנתם האחרונה לתואר.
•	ידע וניסיון בהנהלת חשבונות – יתרון.
•	ניסיון בעבודה עם מערכות הכספים הממוחשבות באוניברסיטה – יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	יכולת ארגון, יכולת עבודה בצוות, יחסי אנוש מעולים ותודעת שירות גבוהה.
היקף: חצי משרה."
מפתח/ת BI-האגף למחשוב- המח' למערכות מידע,האוניברסיטה העברית בירושלים,ירושלים,2026-06-07,2026-06-11,https://huji.hunterhrms.com/job-details/?jobcode=JB-5053,JB-5053,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"•	בניית דשבורדים ודוחות BI .
•	כתיבת SP & ETL.
•	עבודה אל מול מנתח המערכות, קבלת אפיון דשבורד ובניית דוח בהתאם.
•	שיתוף פעולה עם צוות BI בהתאם ליעדים ותוכניות עבודה.
•	ביצוע פרויקטים ומשימות נוספות בתחום כגון: עבודה עם תשתיות, כתיבת פרוצדורות SQL, ניתוח דרישות אל מול לקוחות פנימיים, ביצוע QA ועבודה בהתאם למסמכי Design כולל S2T.","•	תואר אקדמי. תואר במדעי המחשב/הנדסת תעשייה וניהול/מדעים מדויקים/מדעי נתונים ודאטה – יתרון.
•	ניסיון מוכח של שנתיים לפחות בפיתוח דוחות ודשבורדים על Power BI.
•	ניסיון במימוש והטמעה של UX.
•	ניסיון וידע ב SQL ו- SQL Server.
•	ניסיון וידע בתחום DWH.
•	ידע ב- Dimensional Model.
•	ניסיון בכתיבת תהליכיETL – יתרון.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	תודעת שירות גבוהה, יכולת הנעה ורתימה ויחסי אנוש מעולים.
•	יכולת עבודה בצוות, יצירתיות, יכולת ביצוע ותעדוף משימות על פי לוחות זמנים.
היקף:	משרה מלאה"
"רכז/ת מחלקה- המחלקה לתקשורת ועיתונאות, הפקולטה למדעי החברה",האוניברסיטה העברית בירושלים,ירושלים,2026-06-07,2026-06-11,https://huji.hunterhrms.com/job-details/?jobcode=JB-5021,JB-5021,קמפוס הר הצופים,,onsite,"ניהול מערך המינהל של המחלקה על כל היבטיו: צוות עובדים, תקציבים ותשתיות ובכלל זה:
•	ניהול שוטף של משרד מזכירות המחלקה וצוות עובדיה.
•	אחריות על מערך התלמידים והמועמדים ללימודים של המחלקה, תוך טיפול שוטף בפניות אישיות.
•	ארגון ותפעול הקמפיין לגיוס תלמידים.
•	אחריות על אתר האינטרנט של המחלקה בעברית ובאנגלית.
•	הכנת שנתון המחלקה, בתיאום עם מזכירות הפקולטה.
•	ניהול תקציבי המחלקה, כולל תקציבי קרנות.
•	טיפול בנושא כוח-אדם של הסגל האקדמי הזוטר.
•	אחריות על ביקורי אורחי המחלקה מהארץ ומחו""ל.
•	אחריות על ארגון כנסים, אירועים, ימי עיון וסמינרים מחלקתיים.
•	טיפול במלגות ופרסים לתלמידים.
•	ריכוז והכנת חומר רקע לוועדות המחלקה וישיבות סגל, רישום פרוטוקולים ומעקב אחר ביצוע החלטות.
•	ייצוגה של המחלקה מול גורמי הפקולטה והאוניברסיטה.
•	אחריות על ציוד המחלקה: מעקב אחר תקינות הציוד וטיפול ברכישות.
•	אחריות על פרויקטים בתחום בינוי ותשתיות במחלקה.
•	משימות נוספות בהתאם להנחיות הממונים.","•	תואר אקדמי.  תואר שני – יתרון.
•	ניסיון בעבודה מנהלית בנושאי הוראה ותלמידים - יתרון
•	ניסיון בניהול תקציבי עבודה ותקציבי מחקר, בנושאי כוח אדם אקדמי ומנהלי - יתרון.
•	ניסיון בניהול צוות עובדים- יתרון.
•	ניסיון בעבודה עם מערכות המחשוב האוניברסיטאיות בתחום מינהל התלמידים- יתרון.
•	שליטה מלאה ביישומיי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה והשפה האנגלית ברמה טובה מאוד.
•	אחריות, יוזמה ויכולת עבודה עצמאית, יחסי אנוש מעולים, אחריות ותודעת שירות גבוהה.
•	נכונות לעבודה בשעות נוספות, בהתאם לצורך.
היקף:  משרה מלאה"
