title,company,city,date,url,department,workplace_type,description,requirements
Applied AI Solution Lead,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/applied-ai-solution-lead/,עוגיהnevercache-b39818,fulltime,"הובלת תכנון, פיתוח והטמעת פתרונות AI מתקדמים (LLMs, AI Agents) מקצה לקצה
קבלת החלטות, Solution Design ואחריות על איכות, סקיילביליות, אבטחת מידע וGovernance
בניית תהליכי Prompt ,RAG ,workflows ואינטגרציות למערכות ודאטה באמצעות  APIs
הובלה מקצועית של צוותי AI (ניהול ישיר ומטריציוני), חניכה ושיתוף פעולה עם מוצר, דאטה ופיתוח
הגדרת סטנדרטים וBest Practices, הובלת Design Reviews והטמעת יכולות AI בארגון","?
תואר רלוונטי (מדעי המחשב/הנדסת תוכנה)
ניסיון מוכח בפיתוח והובלת פתרונות AI/GenAI כולל עבודה עם LLMs ,Agents ו-RAG
ניסיון בהטמעת פתרונות בפרודקשן וביצוע אינטגרציות עם APIs ודאטה
יכולת הובלה מקצועית, קבלת החלטות טכנולוגיות והנעת צוותים (גם מטריציונית)
חשיבה מערכתית ויכולת לתרגם צרכים עסקיים לפתרונות טכנולוגיים"
Cybersecurity Technical Account Manager,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/cybersecurity-technical-account-manager/,עוגיהnevercache-b39818,fulltime,,
FinOps Analyst למחלקת המגזר הציבורי באשכול הייעוץ,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/5/,עוגיהnevercache-b39818,fulltime,"ניתוח נתונים פיננסים של עלויות וביצועים בשירותי הענן, על מנת לבצע אופטימיזציה של העלויות
זיהוי הזדמנויות לאופטימיזציה והפחתת עלויות, מעקב אחר הזדמנויות לפתרון
להוות גורם מומחה לנושא אסטרטגיות מומלצות לניהול פיננסי בענן, מנגנוני ניהול עלויות וארכיטקטורת ענן חסכונית
בניית דוחות לצורך מעקב/ ניתור/ ניתוח/ שימוש בענן
הכנה תקציב, תחזיות ומעקב אחר הוצאות בענן","?
תואר ראשון בכלכלה/ חשבונאות - חובה
בעל.ת תעודת רו""ח או כלכלן.ית עם ניסיון של שנה לפחות בבקרה/ ניהול פרויקטים/ ניתוח נתונים כלכליים - חובה
יכולות אנליטיות גבוהות והיכרות עם כלי BI (כגון PowerBI, QLIK, Looker)
ניסיון בניהול סביבות ענן GCP, AWS - יתרון
היכרות/ניסיון בעבודה עם כלי Cloud Cost analysis- יתרון"
Head Of Alliances,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/head-of-alliances/,עוגיהnevercache-b39818,fulltime,,
International indirect taxes,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/international-indirect-taxes/,עוגיהnevercache-b39818,fulltime,,
Manager/Senior for our US tax compliance practice,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/manager-senior-for-our-us-tax-compliance-practice/,עוגיהnevercache-b39818,fulltime,,
Senior Cybersecurity Consultant,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/4/,עוגיהnevercache-b39818,fulltime,,
US Transaction Tax Manager,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/us-transaction-tax-manager/,עוגיהnevercache-b39818,fulltime,,
חשב-ת שכר למחלקת המיסים,EY Israel,Tel Aviv,2026-06-07,https://ey.co.il/open-jobs/21/,עוגיהnevercache-b39818,fulltime,"חשבות שכר לחברות רב-לאומיות
חישובי שכר ובקרות שוטפות
עבודה מול לקוחות בארץ ובחו""ל","?
תעודת חשב/ת שכר בכיר/ה
ניסיון של 2–5 שנים בתחום
שליטה מלאה באקסל
אנגלית ברמה גבוהה (קריאה, כתיבה, דיבור)
ניסיון בעבודה עם תוכנות שכר (חילן / רגל) – יתרון
יחסי אנוש מעולים, סדר, דיוק ותודעת שירות גבוהה"
יועץ-ת בתחום ניהול הספרים,EY Israel,Tel Aviv,2026-07-01,https://ey.co.il/open-jobs/12/,עוגיהnevercache-b39818,fulltime,"ניהול תיקי לקוחות בתחום ניהול הספרים ויעוץ שוטף
מתן מענה מקצועי שוטף בנושאי ניהול ספרים ללקוחות המשרד, בין בישראל ובין בחו""ל
ניהול פרויקטים מול לקוחות ומשרדי EY בחו""ל
ייעוץ בהטמעת מערכות ניהול ספרים מבחינת עמידה בהוראות החוק המקומיות
הכנת בקשות לרשות המיסים וטיפול בתהליכים מול נציגי רשות המיסים בעולם ניהול הספרים
הכנת מסמכי ליווי בתהליכי בקרות ציות וחוות דעת
סיוע בפיתוח הצוות, מעורבות בפגישות שיווק ומכירה","?
כלכלן/עו""ד עם ניסיון פרקטי של שנה לפחות בעולם המיסוי
הבנה בתחום ניהול ספרים - יתרון
הבנה בתחום ניהול ספרים - יתרון
יכולות כתיבה וניסוח בעברית ואנגלית ברמה טובה מאוד"
