title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
"עובד/ת בית מלאכה לניפוח זכוכית- ביה""ס לכימיה (JB-1340)",אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-31,https://www.tau.ac.il/JB-1340/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,פנימי,"עבודה מעשית ודינמית בסביבת ייצור מקצועית בבית מלאכה לניפוח זכוכית, כולל:
סיוע שוטף בעבודות ניפוח ועיבוד זכוכית.
ניקוי, סידור ותחזוקת כלי זכוכית ועמדות העבודה.
עבודה עם מבערי גז וציוד מקצועי.
עבודה פיזית בסביבת בית מלאכה שאינה סטרילית.
עזרה לנפח הזכוכית בעבודתו השוטפת ובתחזוקה ונקיון בית המלאכה.
סיוע בייצור ובנייה של כלי מעבדה מזכוכית.
ביצוע מטלות נוספות ככל שיידרש.","השכלה תיכונית/מקצועית מלאה לפחות.
ניסיון בניפוח זכוכית- יתרון.
רקע טכני או ניסיון בתחומים מקבילים כגון: זגגות, מסגרות, עבודות טכניות/ מכניות- יתרון.
הכשרה מקצועית בתחום רלוונטי - יתרון.
יכולת עבודה עצמאית והשתלבות בצוות.
ידיעה טובה של השפה העברית.
כושר גופני טוב, יכולת עבודה טכנית, נכונות לעבודה פיזית ולמידת תחום מקצועי ייחודי.
יכולת למידה עצמית והתעדכנות מקצועית.
יכולת התמודדות עם תקלות בלתי צפויות ועם ריבוי משימות.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך.
כפיפות : למנהל בית המלאכה לניפוח זכוכית ולאחראי האקדמי על בתי המלאכה."
רכז/ת בכיר/ה לסגל אקדמי (JB-1339),אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-26,https://www.tau.ac.il/JB-1339/position/2026,המזכירות האקדמית,onsite,administrative,פנימי,"בקרה על הכללים הקשורים להיבטי העסקה ביחס לכשירות האקדמית ולתוכניות הלימודים, ובדיקה וטיפול בעמידתו של הסגל האקדמי בנהלי האוניברסיטה והמועצה להשכלה גבוהה, לרבות זכאויות למענקים שונים, העסקה מעבר למשרה, עומס הוראה ועוד.
טיפול והזנת מינויים של סגל אקדמי בכיר במערכות הארגוניות, מעקב, וריכוז חומרים לישיבות ועדת מינויים אוניברסיטאית.
אחריות לטיפול באישורים מיוחדים הנדרשים על פי תקנוני האוניברסיטה של הסגל האקדמי הבכיר והסגל השותף, מתנדבים, אורחים וגמלאים.
אחריות על טיפול ומתן אישורים לגורמי חוץ בהתאם לנהלים.
הכנת דו""חות והפקת נתונים במערכות ממוחשבות.
מתן שירות והדרכה לרכזי/ות מורים ביחידות האקדמיות בקמפוס, ועבודה מול חברי/ות הסגל האקדמי.
תכתובת בשפות עברית ואנגלית.
ביצוע מטלות נוספות כפי שיוטלו ע""י מנהלת מדור הסגל האקדמי וככל שיידרש.","תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחומי המנהל האקדמי - יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים - יתרון.
יכולת עבודה עם ריבוי נתונים במערכות ממוחשבות.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה מאד, לרבות יכולת תכתובת וניסוח בשפות אלה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, יכולת עמידה בלוחות זמנים, יכולת תיאום ומעקב.
יכולת גבוהה של ניסוח בכתב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
מרכז/ת מינהלת תלמידים/ות לתואר ראשון (JB-1336),אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-26,https://www.tau.ac.il/position/jb-1336/2026,הפקולטה להנדסה,onsite,administrative,פנימי,"אחריות מנהלית כוללת לפעילות מזכירות התלמידים לתואר ראשון בפקולטה להנדסה, כולל:
ניהול צוות מזכירות התלמידים לתואר ראשון לרבות הנחייה ובקרה על פעילותם.
שיפור וייעול תהליכי עבודה, הטמעתם ותיעודם.
ריכוז ועדת הוראה לתואר ראשון.
בקרה ומעקב אחר יישום נהלי האוניברסיטה בנושא תלמידי תואר ראשון וטיפול בפניות חריגות.
אחריות על עדכון הידיעון, בקרה על פרסום סילבוסים, עדכונים בנושאי תקנון, ימים פתוחים וכו'.
עדכון ופרסום תנאי הקבלה לקראת הרישום, בתיאום עם ועדת הקבלה.
הפקת דוחות ומתן מידע ונתונים לראשי יחידות ולהנהלת פקולטה.
טיפול בנושא קורסי השרות (מתמטיקה, פיזיקה, תכנות וכימיה).
קשר עם המזכירות האקדמית, אגף רישום ומנהל תלמידים ועם גורמים נוספים באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תעודת בגרות מלאה לפחות, רצוי תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי רצוי בתחום מנהל תלמידים. תישקל מועמדותם של בעלי ניסיון בתחומי מנהל אחרים.
ניסיון בעבודה עם מערכות מנהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאד לרבות יכולת הבעה ותכתובת  בשפות אלה.
יכולת ניהול והנחייה של צוות עובדים.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה במערכות האוניברסיטאיות - יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת עבודה בסביבה מרובת ממשקים והתמודדות עם מצבים מורכבים.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
יוזמה ויכולת להנעת תהליכים.
כושר תיאום, תכנון וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
מנהל/ת בקרה ותפעול דאטה סנטר (JB-1315),אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-26,https://www.tau.ac.il/JB-1315/position/2025,אגף מחשוב וטכנולוגיות מידע,onsite,administrative,חיצוני,"אחריות על גוף האמון על בקרת מערכות המחשוב ואיתור תקלות וצווארי בקבוק של מערך מחשוב משמעותי ומורכב הכולל:
ניהול צוות בקרה (כ-7 עובדים וכ-2 מנהלי משמרות) העובד במשמרות 24/7 בחדר בקרה ייעודי ומודרני.
ניהול תפעול מערך השליטה והבקרה של אגף מחשוב וטכנולוגיות מידע, הן בתחומי התקשוב ומערכות המידע והן בתחומי המערכות האלקטרו-מכאניות של הדאטה סנטר.
הגדרה והטמעה של שיטות עבודה ונהלים לטובת שיפור הניטור ואמינות מערך ה Data Center.
ייעול פעילות הניטור ומתן המענה הנדרש לאירועים השונים.
ניהול צוות העובדים במשמרות.
ניהול רצפת הייצור (ה- Data Center) על כלל מרכיביו.
עבודה משותפת עם יחידות אגף המחשוב לטובת שיפור מתמשך של ניטור המערכות.
ביצוע מטלות נוספות בהתאם להחלטתו של מנהל היחידה, וככל שיידרש.","תואר אקדמי. יתרון לבעלי השכלה ותעודות רלוונטיות בתחום המחשוב, מערכות אלקטרו-מכאניות או תחום טכני דומה.
ניסיון של לפחות 3 שנים בניהול צוות NOC כולל הובלת פרויקטים בתחום.
ניסיון מעשי של 3 שנים לפחות בעבודה עם מערכות שו""ב כגון - Zabbix,AppDynamcs,Solarwinds.
ניסיון בתפעול ובקרה של מערכי אנרגיה של Data Center – קירור, חשמל, גילוי אש וכיבוי, אבטחה פיזית ותפעולית- יתרון.
ניסיון בניהול ספקים ומשא ומתן.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
יכולת בנייה והובלה של תהליכי עבודה. יתרון לנסיון בכתיבה והטמעה של נהלי עבודה.
יכולת למידה עצמאית והתעדכנות מקצועית ויכולת עבודה עם מגוון רחב של צרכים טכנולוגיים.
יכולת עבודה בסביבת מרובת ממשקים והתמודדות עם מצבים מורכבים.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
יוזמה, עצמאות, ראייה מערכתית ויכולת להנעת תהליכים/לריכוז תחום אחריות.
כושר תיאום, תכנון וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים עם מגוון גורמים (מנהלים, מקבילים, עובדים, ספקים).
הערה: נדרשת נכונות לעבודה בשעות נוספות ולא שגרתיות בהתאם לצורך והגדרת מנהל היחידה."
אחראי/ת מדיה (JB-1337),אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-25,https://www.tau.ac.il/JB-1337/position/2026,אגף קשרי חוץ ופיתוח משאבים,onsite,administrative,פנימי,"תמיכה דיגיטלית בפעילות השיווקית והתדמיתית של האוניברסיטה, כולל :
הפקת צילומי וידאו ועריכה דיגיטלית של מגוון חומרים עבור אירועים, אתרי אינטרנט, מדיה חברתית ומצגות.
הפקת צילומי סטילס דיגיטלי.
סיוע בפיתוח וחיזוק המיתוג החזותי של האוניברסיטה, בדגש על פעילויות לגיוס כספים.
טיפול בבקשות האגף וכלל יחידות הקמפוס לצילום אירועים.
תיאום ופיקוח על עבודתם של צלמים חיצוניים בתחום צילומי וידאו וסטילס.
אחריות על הסטודיו לצילום, לרבות טיפול ואחזקת ציוד המדיה.
ניהול, עדכון והרחבת השימוש בארכיון התמונות הדיגיטלי.
ביצוע מטלות נוספות בהתאם לצורך.","תעודת בגרות מלאה לפחות, רצוי תואר אקדמי.
ניסיון מוכח בהפקת צילומי וידיאו וסטילס, כולל עבודה עם תוכנות לעריכה ולעיבוד תמונות.
הכשרה פורמלית בתחום הצילום, המדיה או תחום רלוונטי דומה - יתרון.
יכולת הפקה ויצירת תכני מולטימדיה במגוון פורמטים.
היכרות עם עולמות התוכן והצרכים החזותיים של המדיה החברתית - יתרון.
ידיעת השפה העברית על בוריה וידיעת אנגלית ברמה גבוהה.
כושר תכנון, תיאום וארגון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות, עומס ועמידה בלוחות זמנים.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות, בהתאם לצורך."
עובד/ת תיקייה (JB-1334),אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-24,https://www.tau.ac.il/JB-1334/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,"עבודה בתיקיית אגף משאבי אנוש, כולל:
ריכוז ומיון מסמכים והפצתם לגורמים הרלוונטים.
סריקה ממוחשבת של מסמכים ותיקי עובדים.
חלוקת תיקים לסגל  עובדי האגף, עפ""י דרישה.
הזמנת תיקים מארכיון וחלוקה למשרדים.
ביצוע מטלות נוספות כפי שיוטלו על ידי מנהל תיקיית כח אדם וככל שיידרש.","תעודת בגרות מלאה לפחות, רצוי תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בעבודה בארכיון- יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
ניסיון ויכולת לעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
היכרות עם תוכנות לסריקת מסמכים- יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
דייקנות, יכולת ארגון ועמדת עבודה מסודרת.
נכונות ויכולת לעבודה פיזית קלה.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
רכז/ת תלמידים (JB-1325),אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-24,https://www.tau.ac.il/JB-1325/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,"טיפול בענייני תלמידים לתואר ראשון ולתואר שני, כולל:
מתן מענה שוטף לפניות תלמידים וסגל הוראה, קבלת קהל, ייעוץ והכוונה למועמדים ולתלמידים.
טיפול בקבלת מועמדים לתואר ראשון ולתואר שני.
רישום לקורסים ודיווח ציונים.
מעקב אחר מילוי חובות אקדמיים ויישום החלטות ועדת ההוראה.
טיפול בסגירת תיק תלמיד והפקת אישורים.
סיוע בארגון אירועים.
סיוע במערך הבחינות.
קיום קשר עם מגוון גורמים, בקמפוס ומחוצה לו.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכת מינהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאוד, לרבות יכולת הבעה ותכתובת בשפות אלו.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה, יחסי אנוש מעולים ויכולת מתן מענה לצרכים של אוכלוסיות מגוונות.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"רכז/ת תלמידים לתארים מתקדמים החוג לסוציולוגיה ואנתרופולוגיה ביה""ס ללימודי חברה ומדיניות (JB-1318)",אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-24,https://www.tau.ac.il/position/jb-1318/2026,הפקולטה למדעי החברה,onsite,administrative,חיצוני,"טיפול בענייני תלמידים לתארים מתקדמים בחוג לסוציולוגיה ואנתרופולוגיה, כולל:
מתן מענה שוטף לפניות מועמדים, הכנת תיקי מועמדים לדיון בוועדות הקבלה, זימון לריאיונות וטיפול בקבלתם.
טיפול בתלמידים ובסגל החוג, קבלת קהל, מתן ייעוץ והכוונה.
רישום לקורסים, דיווח ציונים והזנת נתונים. בדיקה ומעקב אחר מילוי חובות אקדמיים, דרישות קדם וסגירת התואר.
סיוע בבניית תכניות הלימודים ומערכת השעות, בהכנת הידיעון, תיאום לוח הבחינות, ארגון החומר הלימודי לרבות סילבוסים.
טיפול במקרים חריגים, ריכוז בקשות לוועדת הוראה, מעקב ויישום אחר החלטות הוועדה.
סיוע בארגון כנסים, ימי עיון וסמינרים מחלקתיים.
קיום קשר שוטף עם מגוון גורמים בפקולטה ובאוניברסיטה.
ביצוע מטלות נוספות בהתאם להנחיות האחראית המנהלית של החוג.","תואר אקדמי-רצוי. תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה, לרבות יכולת ניסוח, הבעה ותכתובת בשפות אלה.
ניסיון בעבודה עם מערכות ממוחשבות, ושליטה בתוכנות OFFICE, לרבות EXCEL.
ידע בתוכנות גלבוע וממת""א-יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
עובד/ת תחזוקה (JB-1278),אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-24,https://www.tau.ac.il/position/jb-1278/2026,הפקולטה להנדסה,onsite,administrative,חיצוני,"ביצוע עבודות תחזוקה ותפעול שוטף בבנייני הפקולטה, כולל:
איתור תקלות ותיקונן.
טיפול במפגעים ובעיות בתחום הבטיחות.
ארגון כיתות הלימוד והציוד הנדרש.
סיוע בפיקוח על ניקיון הבניינים.
חלוקת ציוד, כולל פינוי, סחיבה ושינוע של ציוד כבד משקל.
ביצוע שליחויות בקמפוס.
סיוע בארגון טקסים ואירועים בפקולטה.
מתן שירות לסגל האקדמי והמנהלי ולציבור הסטודנטים.
דיווח על תקלות באמצעות המערכת הממוחשבת.
ביצוע עבודות תחזוקה בבניין
ביצוע מטלות נוספות בהתאם להנחיית הממונים וככל שיידרש.","השכלה תיכונית/מקצועית מלאה, לפחות.
ידע טכני וניסיון בעבודה בתחום האחזקה.
יכולת איתור תקלות וביצוע תיקונים קלים.
כושר גופני טוב.
רישיון נהיגה.
ידע בסיסי בעבודה עם מערכות ממוחשבות.
ידע ויכולת תפעול מכשירים ומערכות מולטימדיה.
ידיעה טובה של השפה העברית ויכולת תקשורת בסיסית בשפה האנגלית.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת עבודה בעומס משימות ובלחץ.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה:  התפקיד כרוך בעבודה במשמרות.
ביצוע תורנויות בימי שישי, ערבי חג וחול המועד, בהתאם לצורך."
"רכז/ת התוכנית לפיתוח בר קיימה ביה""ס לחברה ומדיניות (JB-1293)",אוניברסיטת תל אביב,תל אביב,2026-05-18,2026-05-24,https://www.tau.ac.il/position/jb-1293/2026,בית הספר ללימודי חברה ומדיניות,onsite,administrative,חיצוני,"ריכוז הפעילות האדמיניסטרטיבית של התוכנית לפיתוח בר קיימה (הנלמדת בשפה האנגלית), כולל:
אחריות לגיוס תלמידים לתוכנית מהארץ ומחו""ל.
מתן מענה למתעניינים בתוכנית וטיפול במועמדים משלב ההרשמה ועד לקליטתם בתוכנית.
טיפול שוטף בתלמידי התוכנית במהלך לימודיהם ועד לסיום התואר.
טיפול בנושאי הוראה והסגל האקדמי בתוכנית, לרבות תכנון תכנית הלימודים, טיפול במלגות, ארגון כנסים וסיורים וכיוב'.
אחריות לעדכון אתר האינטרנט של התוכנית.
קשר עם מגוון גורמים באוניברסיטה ובחו""ל, לרבות קיום תכתובת שוטפת עמם.
ביצוע מטלות נוספות לפי הנחיות הממונה.","תואר אקדמי-רצוי, תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה גבוהה, לרבות יכולת ניסוח הבעה ותכתובת בשפות אלו.
ניסיון בעבודה עם עולים חדשים ומול גורמים בינלאומיים - יתרון.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP -יתרון.
יכולת עבודה עצמאית והשתלבות בעבודת צוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים, יכולת מתן מענה לצרכים של אוכלוסיות מגוונות, סגל וסטודנטים מהארץ ומחו""ל.
הערות :  נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך.
כפיפות : מנהלת המערך המינהלי של ביה""ס."
